Introduction: Table 1
						
						
						
						
	Discordance and ambiguity re earliest English settlement in Belize					
						
	To be addressed	settlement as pirate / buccaneer haven vs logging				
		earliest presence by pirates				
		earliest logging by pirates				
		earliest settlement in Mosquito Shore				
		earliest settlement in Bay Islands				
		earliest settlement in Belize proper				
		earliest settlement in Yucatan				
		earliest settlement in Mexico Gulf				
		tipu revolt & spanish withdrawal				


Sources: Table 1
ID	OID	AID	OAID	FM	TO	FORM	PRIM	DATE	DATE	TITLE	DESC	IMPRINT	CAT 0	CAT 1	CAT 2	AV	NOTE	SOURCE	SURL	END	
^^^	S 436	^^^	Brown C / Brown 28	^^^	^^^	A	^^^	1928	^^^	Contraband Trade: A Factor in the Decline of Spain’s Empire in America	^^^	Hispanic American Historical Review 8.2 (1928): 178–189	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_proquest_journals_1290343495	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	Hussey	Hussey	^^^	^^^	A	0	1929	^^^	Spanish Reaction to Foreign Aggression in the Caribbean to about 1680	^^^	Hispanic American Historical Review. 9 (3): 286–302	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/2506623	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/2506623	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	S 430	^^^	Nettels	^^^	^^^	A	^^^	1931	^^^	"England and the Spanish American Trade, 1680–1715"	^^^	Journal of Modern History 3.1 (1931): 1–32	^^^	^^^	^^^	^^^	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	S 1054	Z Castellanos	Z Castellanos / Zamora	^^^	^^^	A	0	1941	^^^	"Monografías departamentales : Izabal : Extracto de un estudio, por el socio, General e Ingeniero Pedro Zamora Castellanos"	^^^	Anales de la Sociedad de Geografía e Historia. 17 (3): 168–187.	https://archive.org/details/AnalesAGHGTomoXVIIAnyoXVIINo3Septiembre1941/page/n13/mode/2up?q=piratas&view=theater	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	S 400	Curry	Curry / Curry 1956	^^^	^^^	A	^^^	1956	^^^	British Honduras: From Public Meeting to Crown Colony	^^^	The Americas. 13 (1): 31–42	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/979212	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
^^^	^^^	Bolanos	Bolanos	^^^	^^^	A	0	1961	^^^	La ciudad trágica: monografía de Granada	^^^	"Revista conservadora, vol 3 no 13 supplement no 3 pp 1-16"	https://www.enriquebolanos.org/revistaxfecha	^^^	^^^	^^^	series continued vol 2-3 nos 13-20 [1961-1962]	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	S 380	^^^	Grunewald / Grunewald 1965	^^^	^^^	A	^^^	1965	^^^	The Anglo-Guatemalan Dispute over British Honduras	^^^	Caribbean Studies. 5 (2): 17–44	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25611880	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
^^^	S 372	Craig	Craig / Craig 1969	^^^	^^^	A	^^^	1969	^^^	Logwood as a Factor in the Settlement of British Honduras	^^^	Caribbean Studies. 9 (1): 53–62	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612108	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1975	^^^	‘Trends in Eighteenth Century Smuggling’ Reconsidered	^^^	Economic History Review 28.1 (1975): 28–43	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_webofscience_primary_A1975W066400004	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	S 320 / S 322	^^^	Joseph / Joseph C / Joseph 80	^^^	^^^	A	0	1980	^^^	John Coxxx and the Role of Buccaneering in the Settlement of the Yucatan Colonial Frontier	^^^	Terrae Incognitae. 12 (1): 65–84	https://doi.org/10.1179%2Ftin.1980.12.1.65	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1983	^^^	Miskito Slaving and Culture Contact: Ethnicity and Opportunity in an Expanding Population	^^^	"Journal of anthropological research, 1983, Vol.39 (2), p.179-197"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_webofscience_primary_A1983RA85000003CitationCount	^^^	^^^	1	^^^	OB - AH - Captivity	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0096.xml?rskey=TD4ylV&result=4&q=miskito#firstMatch	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1984	^^^	THE PERILS OF COMPARATIVE HISTORY - BELIZE AND THE BRITISH SUGAR COLONIES AFTER SLAVERY	^^^	"COMPARATIVE STUDIES IN SOCIETY AND HISTORY 26 (1) , pp.112-119"	https://www.webofscience.com/wos/alldb/full-record/WOS:A1984SC86900009	^^^	^^^	^^^	10.1017/S0010417500010793	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	^^^	^^^	Oertzen	^^^	^^^	A	0	1985	^^^	El colonialismo británico y el reino misquito en los siglos XVII y XVIII	^^^	Encuentro: Revista Académica de la Universidad Centroamericana (24-25). pp. 5-28. ISSN 0424 – 9674	http://repositorio.uca.edu.ni/id/eprint/1735	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1985	^^^	Burocracia y corrupción en hispanoamérica colonial: Una aproximación tentativa	^^^	Nova Americana 5 (1985): 9–37	^^^	^^^	^^^	^^^	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	S 298	^^^	Baudot	^^^	^^^	A	0	1986	^^^	Dissidences indiennes et complicités flibustières dans le Yucatán du XVII e siècle	^^^	Cahiers du monde hispanique et luso-brésilien. 46: 21–33	https://doi.org/10.3406%2Fcarav.1986.2260	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_persee_primary_oai_persee_article_carav_0008_0152_1986_num_46_1_2260	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	S 302	^^^	Zahedieh M / Zahedieh 86b	^^^	^^^	A	^^^	1986	^^^	"The Merchants of Port Royal, Jamaica, and the Spanish Contraband Trade, 1655–1692"	^^^	William and Mary Quarterly 43.4 (1986): 570–593	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_webofscience_primary_A1986E357700003CitationCount	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	S 290	^^^	G Anoveros / Garcia F / Garcia 88	^^^	^^^	A	0	1988	^^^	Presencia franciscana en la Taguzgalpa y la Tologalpa (la Mosquitia)	^^^	"Mesoamérica, ISSN 0252-9963, 1988-06-01, Vol. 9, Nº. 15, 1988, págs. 47-78"	https://dialnet.unirioja.es/servlet/articulo?codigo=4007895	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0000515426	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1991	^^^	"Dangerous Merchandise: Smuggling, Jacobitism, and Commercial Culture in Southeastern England, 1690–1760"	^^^	Journal of British Studies 30.2 (1991): 150–182	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_jstor_primary_175831	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1997	^^^	Protestantism and Indigenous Mobilisation: The Moravian Church among the Miskitu Indians of Nicaragua	^^^	"Journal of Latin American studies, 1997, Vol.29 (1), p.111-129"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_proquest_miscellaneous_61527675	^^^	^^^	1	^^^	OB - LAS - Protestantism in Latin America	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0087.xml?rskey=G4y7T0&result=7&q=miskitu#firstMatch	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1998	^^^	"Baiting the British bull: A fiesta, trials, and a petition in Belize"	^^^	"AMERICAS 55 (2) , pp.240-274"	^^^	^^^	^^^	^^^	10.2307/1008054	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	1999	^^^	The making of Belize: Globalization in the margins	^^^	"HISPANIC AMERICAN HISTORICAL REVIEW 79 (3) , pp.572-573"	https://read-dukeupress-edu.ezp-prod1.hul.harvard.edu/hahr/article/79/3/572/144946/The-Making-of-Belize-Globalization-in-the-Margins	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-79.3.572	^^^	^^^	^^^	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	S 216	^^^	Scammell	^^^	^^^	A	^^^	2000	^^^	A Very Profitable and Advantageous Trade’: British Smuggling in Iberian Americas circa 1500–1750	^^^	Itinerario 24 (2000): 135–172	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_crossref_primary_10_1017_S0165115300014546	^^^	^^^	0	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	^^^	F Morente	^^^	^^^	A	0	2001	^^^	"Honduras y el espacio económico del Caribe, 1524-1550"	^^^	"Mesoamérica, ISSN 0252-9963, Vol. 22, Nº 42, 2001, págs. 165-198"	https://dialnet.unirioja.es/servlet/articulo?codigo=2427678	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2002	^^^	"‘Custom Has the Force of Law’: Local Officials and Contraband in the Bahamas and the Floridas, 1748–1779"	^^^	Florida Historical Quarterly 80.3 (2002): 281–311	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_jstor_primary_30149240	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2002	^^^	"‘So Alarming an Evil’: Smuggling, Pilfering and the English East India Company, 1750–1810"	^^^	International Journal of Maritime History 14.1 (2002): 1–31	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_proquest_journals_221199582	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2002	^^^	The Sambo and Tawira Miskitu: The Colonial Origins and Geography of Intra-Miskitu Differentiation in Eastern Nicaragua and Honduras	^^^	Ethnohistory 49.2 (2002): 319–372.	^^^	^^^	^^^	^^^	^^^	OB - LAS - The Black Experience in Colonial Latin America	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0038.xml?rskey=G4y7T0&result=1&q=miskitu#firstMatch	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2003	^^^	"Spanish Commercial Policy in Louisiana, 1763–1803"	^^^	Louisiana History 44.2 (2003): 133–164	^^^	^^^	^^^	^^^	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2004	^^^	"Tea Trade, Consumption, and the Republican Paradox in Prerevolutionary Philadelphia"	^^^	Pennsylvania Magazine of History and Biography 128.2 (2004): 117–148	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_webofscience_primary_000220818800001CitationCount	^^^	^^^	1	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###	
^^^	^^^	^^^	I Rubio aa	^^^	^^^	A	^^^	2005	^^^	"El primer ataque inglés a Campeche, por William Parker en 1596"	^^^	"Tzintzun, 2005-01-01 (41), pp.117-130"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_gale_infotrac_370032184	https://www.redalyc.org/articulo.oa?id=89804106	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	Offen	^^^	^^^	A	0	2008	^^^	El mapeo de la Mosquitia colonial y las prácticas espaciales de los pueblos mosquitos: (The Mapping of Colonial Mosquitia and the Spatial Practices of the Mosquito Indians)	^^^	"Mesoamérica (Antigua, Guatemala), 2008 (50), p.1-36"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0000436764	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2008	^^^	Human and natural impacts on fluvial and karst depressions of the Maya Lowlands	^^^	"GEOMORPHOLOGY 101 (1-2) , pp.308-331"	https://www.webofscience.com/wos/alldb/full-record/WOS:000260578500021	^^^	^^^	^^^	10.1016/j.geomorph.2008.05.019	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	^^^	^^^	Masne aa	^^^	^^^	A	0	2011	^^^	"L’invention de la façade caraïbe centraméricaine : indios, negros, y piratas"	^^^	"Amerika [En ligne], 4 | 2011 / numbered para and sections, no pages"	https://doi.org/10.4000/amerika.2210	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2012	^^^	Making a Whig Empire Work: Transatlantic Politics and the Imperial Economy in Britain and British America	^^^	William and Mary Quarterly 69.1 (2012): 51–56	^^^	^^^	^^^	^^^	^^^	"OB - AH - Britain and Empire, 1685-1730"	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0226.xml#obo-9780199730414-0226-div1-0002	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2012	^^^	Between Slavery and Freedom on the Atlantic Coast of Honduras	^^^	Slavery & Abolition 33.3 (2012): 403–416	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_chadwyckhealey_bscjournals_00422807	^^^	^^^	^^^	^^^	OB - LAS - The Black Experience in Colonial Latin America	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0038.xml?rskey=G4y7T0&result=1&q=miskitu#firstMatch	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2012	^^^	"Navegación, comercio y guerra: Rivalidad por el dominio colonial en la región del Golfo de Honduras, 1713-1763"	^^^	"Península 7 (1) , pp.13-37"	http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-57662012000100001	^^^	^^^	^^^	^^^	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	S 1102	^^^	A Fernandez / Aliphat	^^^	^^^	A	0	2013	^^^	La construcción histórica de las Tierras Bajas Mayas del Sur por medio de mapas esquemáticos	^^^	Historia Mexicana. 63 (2): 839–875	https://historiamexicana.colmex.mx/index.php/RHM/article/view/174	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2013	^^^	Living between Empires: Diplomacy and Politics in the Late Eighteenth-Century Mosquitia	^^^	The Americas 70.2 (2013): 237–268.	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_crossref_primary_10_1017_S0003161500003230	^^^	^^^	^^^	"Possibly 2018 Mendiola, Rise of the Mosquito Kingdom in Central America’s Caribbean borderlands [History compass, 16(1):^^^-^^^, article no e12437, https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_proquest_journals_1983205346]"	OB - LAS - The Black Experience in Colonial Latin America	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0038.xml?rskey=G4y7T0&result=1&q=miskitu#firstMatch	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2013	^^^	"Becoming Belize: A History of an Outpost of Empire Searching for Identity, 1528-1823"	^^^	"AMERICAN HISTORICAL REVIEW 118 (2) , pp.562-563"	https://academic-oup-com.ezp-prod1.hul.harvard.edu/ahr/article/118/2/562/44113	^^^	^^^	^^^	^^^	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2014	^^^	"‘If You Want Slaves Go to Guinea’: Civilisation and Savagery in the ‘Spanish’ Mosquitia, 1787–1800"	^^^	"Slavery & abolition, 2014, Vol.35 (1), p.121-141"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_informaworld_taylorfrancis_310_1080_0144039X_2013_798174	^^^	^^^	^^^	^^^	OB - LAS - The Black Experience in Colonial Latin America	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0038.xml?rskey=G4y7T0&result=1&q=miskitu#firstMatch	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2014	^^^	The Economic History of Belize: From the 17th Century to Post-independence	^^^	"HAHR-HISPANIC AMERICAN HISTORICAL REVIEW 94 (3) , pp.496-498"	https://read-dukeupress-edu.ezp-prod1.hul.harvard.edu/hahr/article/94/3/496/36357/The-Economic-History-of-Belize-From-the-17th	^^^	^^^	^^^	^^^	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	^^^	^^^	^^^	^^^	^^^	A	^^^	2015	^^^	The Sword and the Olive Jar: Material Evidence of Seventeenth-Century Maya-European Interaction in Central Belize	^^^	"ETHNOHISTORY 62 (2) , pp.333-360"	^^^	^^^	^^^	^^^	10.1215/00141801-2854369	AN - 'TS=(Belize)' query in HOLLIS - Web of Science - History (Research Area)	^^^	###	
^^^	^^^	^^^	M Chavez	^^^	^^^	A	0	2016	^^^	"Mapeando la Tologalpa, Espacio no Colonizado en la Nicaragua Colonial"	^^^	Temas nicaragüenses. Una revista dedicada a documentar asuntos referentes a Nicaragua – Número 103–Noviembre 2016	https://www.enriquebolanos.org/revista/Temas-nicaragüenses-Una-revista-dedicada-a-documentar-asuntos-referentes-a-Nicaragua-–-Número-103–Noviembre-2016	https://www.temasnicas.net/revistas/103	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###	
