Introduction: Loss of life or property in Belize from 1630 to present.
						


Sources: Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
E 196	196	1	0	xxx	Hos	xnp	19 Jan 1737	19 Jan 1737	xnp	Sp surprise Fleet	Old	xnp	xnp	xnp	xnp	"MEXICO,3099 exp 3 ff 40r—65r — a 19 sep 1737"	Barke 16 p56—7 n190	"Possibly expedition or flotilla sent fm Campeche in 1737 by Alcalde Nicolás Mechano /v Molina v 3 198–199 /// Possibly see “Newport, RI Feb 21 [1737]. A Sloop was seized there [Charlestown,] said to be taken from the English by the Sp some Time since in the Bay of Hon, putting into Charlestown (for Necessaries) and the Men [were] all confined.” /Boston Evening-Post 81 p2 = 28 Feb 1737"	xon	6 Eng 3 Neg imprisoned	xon	15 Craft + sev Flats + sev sm Craft	xon	xon	###	
E 520	520	1	0	xxx	Soc	xnp	1 Jun 1787	30 May 1791	Despard crisis	"Shoremen evacuated to Hon, civil unrest, constitutional crisis, and market destabilised"	Belize T	xnp	xnp	xnp	Independent Journal NYC NY 295 p2 / Independent Journal NYC NY 311 p2 / New-York Journal 2091 p2 / Morning Chronicle 5680 LON = 1787	"MEXICO,3109 [L. Gálvez a Valdés, Mérida a 8 jun 1790] / MEXICO,3023 [L. Gálvez a C. Alange, Mérida a 16 dic 1790]"	Calderon 368 no 18 img 984 / Calderon 384 img 1020 / Bolland 75 p69 / Bolland 2 32–40	"DIARIO DE D. RAFAEL LLOBET, BACALAR A 3-12-790. Día 23.--Fuí a comer en casa de Mr. Francisco O'Brien, llegué antes que los convidados y entre otras cosas dijo: que la conducta de D. Juan Bautista Gual era lo que tenía al Coronel Despard en muy mal estado; le respondí, me alegrara tener yo una conducta irreprensible como la de Gual, y arguyó que D. Juan Bautista Gual nunca debió haberles cortado los plátanos ni menos el dicho coronel haber convenido en ello, pues todo lo que no determinaba prohibido la Convención era concedido; ... /v Calderon 384 img 1020 /MEXICO,3023 [L. Gálvez a C. Alange, Mérida a 16 dic 1790]"	xon	xon	xon	xon	xon	xon	###	
E 492	492	1	1	xxx	Hos	xnp	28 Oct 1779	5 Nov 1779	xnp	One Yucatan military campaign against Settlement	"St. George’s, Old, New, Sibun"	"Gov Roberto Rivas Betancourt, Col Francisco Piñeiro 5 Goletas 10 PA 8 Dorises 390 men / later Capt José Urrutia 120 men 9 PA 4 Dorises"	xnp	xnp	xnp	"MEXICO,3155 [Relación para la Gaceta de las operaciones en Walix durante los meses de octubre y noviembre de 1779]"	Calderon 247-248	"[H]a quedado la provincia de Campeche enteramente limpia de enemigos. La pérdida que éstos han sufrido [inc Capture of St. George’s?] en 307 esclavos, 5 goletas y 1 balandra que se les ha tomado, otras 5 goletas y 40 embarcaciones menores echadas a pique, armas, municiones, efectos, considerables porciones de ganado y muebles exquisitos que con las casas ha devorado el fuego, se regula ascenderá a más de 300.000 pesos fuertes. /v Calderon 248 /MEXICO,3155"	xon	2 Eng 1 Neg fm St. George’s / 3 Neg fm New	xon	xon	> 200 houses destroyed “aunque de madera era de no vulgar arquitectura”	xon	###	
E 4	4	1	0	xxx	Hos	xnp	1 May 1636	30 Jun 1636	xnp	"Buccaneers or privateers Diego el Mulato and Gen Letier cruise off Yucatan, to surprise Sp craft with logwood, during which they raid and burn Cozumel"	"Cuba, Cozumel, Cape Catoche, Sisal, Campeche"	Gov of Yuc Marqués de Santo Floro / Gen Andres Perez Franco / Sp vecino Luis Fernando de Cordova	Diego el Mulato / 1 Urca 35 men / Gen xxx Letier 2 Naos 2 Pataches 200 men	xnp	xnp	"MEXICO,360,R.5,N.17"	xnp	"Los dhos dos baxeles que eran de olandeses fueron por la marina hazia canpeche y mas adelante hacia la nueba españa a una marina q llaman el baradero adonde cargaron cosa de seyscientos quintales de palo ... /MEXICO,360,R.5,N.17 /// En ella [Cozumel] avian dado fondo ocho o nuebe baxeles de franceses y quemado las casas de los yndios que son de paja y saqueado todo quanto pudierion de cosas de comer porque otras no las tienen y asta loss hornamentos de la yglesia se llevaron mas no la quemaron aunq maltrataron el rretablo y echo lo dho se avian ydo y como benian por la costa y unas beces se dividian y enmaravan algunos de diferentes partes me benian avisos cada ora de baxeles que se beyan y no pudiendo tener certeça si era de los mismos o otros prevenia con cuydado lo que se podia stando a punto con dos conpanias para yr a la parta adonde el enemigo saltase en tierra. ... /MEXICO,360,R.5,N.17 /// En La Billa y puerto de san francisco de campeche de la provincia y governacion de yucatan en veinte y cinco dias del mes de Junio de mil y sseiscientos y treinta y sseis años El seños general Don andres perez franco ... dixo que oy d.ho dia an entrado en el dos nabios que largo y dexo el enemigo olandez que esta a la vista de este d.ho puerto abiendo hecha pressa de ellos en la costa de esta provincia y que en el uno de los d.hos nabios a benido un mozo que dicen ser yrlandez que biniendo con los d.hos enemigos sse passo y bino en los d.hos nabios y para ssaber el digssinio del d.ho enemigo sus naos y fuerça y lo que mal conbenga para dar quenta al señor marquez de santo ffloro governador y capp.an general de estas provinz.as mando Recebir las declaraciones del d.ho yrlandez y de los dueños de los d.hos nabios ... en el d.ho dia veinte y cinco de junio del d.ho año el señor general don andres perez franco hiço pareçer Ante ssi a un mozo que mediante salbador perdomo Español que habla la lengua ynglessa ... fuele [al declarante] Preguntado como sse llama que hedad y officio tiene de donde es natural cuando y con quien passo a estas partes de las yndias = y con que sse a entretenido en ellas Dixo = que sse llama miguel talconi y es de hedad de diez y nuebe años poco mas o menos y que es labrador y de nacion yrlandez de un lugar de yrlanda llamada = yal = y que abra tres años que passo a estas partes de las yndias en serbicio del capitan guillermo xalez yngles en una nao del susso d.ho que ssalio de la d.ha ysla de yrlanda de un puerto que llaman =del Rey= que bino derecho a la ysla de San xystoval con ochenta hombres unos para quedarsse alli al trato de la tierra que es sembrar tavaco y algodon y otros a Resgatar estos generos atueque de agua ardiente, vino, biscoyo, zerbeça, carne de que bino cargada La d.ha nao y abiendo estado alli el d.ho capitan mes y medio cargado su nabio de tabaco y algodon que contrato con los ynglesses que en la d.ha ysla de san xystobal estando beados se bolbio a su tierra y este que ver lares [?] se quedo en la d.ha ysla con un capitan yngles llamado xari niber a serbirle en sembrar tabaco y algodon y abiendo estado alli tres años oar [?] pado en esto abra dos messes poco mas o menos que llego a la d.ha ysla de san xystoval una urca olandessa de que es dueño y capitan un mulato llamado Diego con treynta y cinco hombres olandeçes y la urca sera de quatrocientas toneladas que fue a la d.ha yssla a hacer aguada y abiendo este que declara ydo abordo de la d.ha urca a trocar tabaco por agua ardiente abiendo vendido bien se quedo en la d.ha urca Dormido y sarparon sus velas y sse traxeron a este declarante y see binieron haciendo viaje hasta el cabo de smanton donde tanbien dio ffondo el d.ho capitan diego con la dha urca y estando alli surto llegaron dos naos y dos patachez de françesses de que es general musiur Letier y abiendo passado el dho capitan Diego a las d.has naos de los ffrançessez en tendio este declarante por lo que oyo a la gente marineros y soldados que consertaron los ffrançeçez con el d.ho capitan diego de andar xuntos en consserba cinco messes por la trabiessa y costas de cuba y esta provincia y que seria todo lo qual dijo capitan diego quissiesse y de alli passaron a la costa de cuba y coxieron un barco que traya vino y huyo la gente y los ffrançezes le quitaron al barco todas las obras muertas para leña y de alli passaron a la ysla de cozumel Donde estubieron tres dias y ssaqueraron El pueblo coxiendo gallinas y platanos y se binieron por la costa de esta provincia y hicieron pressa los francezes de una ffragata que abia salido de esta puerto de campeche cargado de palo de tinta y gallinas y luego vinieron siguiendo la costa y sobre la desconoçida El d.ho capitan diego con su urca hiço pressa de otro nabio que tanbien abia ssalido de este puerto cargado de palo de tinta y atrabessaron para ssotavento de esta puerto y los ffrançezes Hicieron Pressa de una ffragata que ssalio del para el de la bera cruz cargada de ssal y prendieron la gente en la capitana del ffrançes y largaron las dos pressas que abian coxido primero cargados de palo y biendo este declarane que largaban estas pressas le dixo al d.ho capitan diego que si no le pagaba que el era catolico y se quiera benir a tierra y el subsso d.ho dixo =que no le abia de pagar ninguna cossa y que se viniesse y biendo que ya se queria venir a bista de toda la gente española de las dos pressas loz iço estropear y amarrar al arbol mayor y a costa y de esta manera se bino con los Robados de las d.has presas y llego a esta puerto ---- fuele preguntado que naos trae el d.ho enemigo de que porte que xente y artilleria y que es su diccignio dixo = que sson por todas cinco belas la urca olandeza del d.ho capitan diego sera de quatroçientas toneladas con treinta y cinco hombres olandeçez = diez y ocho pieças de artilleria de fiero diez y acho moxquetes cinco pistolas y doze picae = dos naos françezes dos pataques que la capitana sera de ciento y cinquenta toneladas con veinte y quatro pieças las veinte y dos de ffierro y las dos de bronce = y la almiranta ssera de setenta toneladas con quinze piecas de fierro = y los dos pataques de bela de gabia ambos y en cada uno dos picas y en todas quatro belas docientos hombres de mar y guerra y el dissignio del d.ho enemigo es a lo que pudo entender de andarsse por esta costa a coxer los nabios que entraren y ssaliren en este puerto desseando coxer palo de tinta hasta cargar sus naos e yrsse a su tierra ---- /MEXICO,360,R.5,N.17"	xon	xon	xon	2 craft cargo / craft released	600 quintales Log / 1 Amerindian hamlet	xon	###	
E 12	12	1	0	xxx	Hos	xnp	1 Jan 1638	8 Jul 1638	xnp	"Yuc receives intelligence of a planned buccaneer assault on Campeche, for which the same were building low draught craft, and so fortifies the city, after or during which buccaneers abandon their plans"	"Merida, Campeche"	Gov of Yuc Marqués de Santo Floro / Capt Francisco Sandoval / 50 men	xnp	xnp	xnp	"MEXICO,360,R.5,N.21"	xnp	"Con los galeones del cargo del Marq.s de Cardinosa a hora un año [= Jul 1637] embie a V Mg.d una declaracion que havia echo un Capp.n y otros a quien el enemigo havia Rovado y tenidos pressos, de como por entender su lengua sin que ellos lo supiesen supo como para principios deste año [1638] estavan algunos de sus compañeros con resolucion de venir al Puerto y Villa de Campeche muy temprano para por lo menos saquearla y que por haver poco fondo en aquellas marinas estavan fabricando lanchas chatas, para desembarcar la gente con facilidad, despues, del Gov.dor de Xamaica tuve haviso como le havia el tenido de que al dicho Camp.e Vendrian enemigos, ... /MEXICO,360,R.5,N.21 f 1r"	xon	xon	xon	xon	xon	xon	###	
E 16	16	1	0	xxx	Hos	xnp	2 Apr 1638	15 Jun 1638	xnp	Buccaneers or privateers water or careen at and raid Cozumel twice	Cozumel	xnp	1 Bajel / later 1 Bajel	xnp	xnp	"MEXICO,360,R.5,N.22"	xnp	"= Martes Sancto del [1638] estuvo un bajel de enemigos dado fondo asta el savado de la misma semana en la Isla de Cozumel que hay desta Ciu.d a ella poco menos de Cient leguas, salto gente en tierra, el beneficiado y los Yndios se retiraron al Monte, no quemaron la Yglessia ni cosa ning.a, solo hicieron aguada, y algunas gallinas, y Ceusnes, que no los pudieron retirar, se llevaron que fue poca cantidad, segun el haviso que tuve a los principios de el mes pasado [junio] Vino otro bajel que tambien hiço agua y para leña quito las puertas de la Yglesia y las Ventanas y el pulpito, y asi mismo rrobo los Ornamentos della, segun lo que me havisa el beneficiado, y maltrato a tres o quatro Yndios, es ymposible el que govierna pueda evitar esto, ni poner prevenciones, y mas no haviendo soldados pagados, qe son bien neçesarios, que con ellos a muchas cosas, se pudiere acudir que de ninguna suerte como esta esto oy se puede haçer, ... /MEXICO,360,R.5,N.22"	xon	xon	xon	xon	xon	xon	###	
E 36	36	1	0	xxx	Hos	xnp	22 Nov 1642	22 Nov 1642	Sacking of Bacalar	Diego el Mulato raids at least two Maya hamlets and Bacalar	"Monkey, Sittee, Old, Bacalar"	xnp	Diego Lucifer de los Reyes el Mulato 70 Pir	xnp	xnp	"MEXICO,360,R.5,N.33 / MEXICO,369 ff 466–469, 529r—531v / Cogolludo 656—9"	Molina Solis II p138 / Jones 89 p226—7 n28—32 / Barke 2012 p112 n382	Campin location /v Jones 89 p225.	xon	kidnapped numb of [Maya] women fm Soite / impressed Ma men fm Soite / later kidnapped 3 Sp 2 Ma from Bacalar / released 13 Feb 1643	Bacalar residents forced into hiding by Lake Bacalar min to early 1643	Pir took 3 or 4 Sp boats	"Campin raided / stole all gold and silver fm Sp church = sum 12,000 to 16,000 pesos"	xon	###	
E 76	76	1	1	xxx	Hos	xnp	1 Jan 1700	30 Jun 1703	"Vecinos Campaigns, Evacuation of Hon"	Three Yucatan para-military campaigns over land against Settlement	"Old, New, Hondo, Zacatan"	Gov. Don Martín de Ursúa y Arizmendi / Capt. José de Aguilar y Galeano / Sp vecinos / Ma allies	xnp	xnp	Flying Post 944 p1	"MEXICO,889 — a 8 junio 1702 / MEXICO,1078,L.41 ff 231v—234v, 235v–238v, 238v–240v / ESCRIBANIA,339B, pieza 28 [Relación del Bachiller a 10 jul 1703] / MEXICO,1079,L.43 ff 108r–109r, 315r–317v / MEXICO,1078,L.42 ff 175v–177r"	"Seville 1944 p69 n1 / Molina v 3 p9—10 / Jones 89 p334 no 8 / Barke 16 145, 171"	"Upper End inferred from date of one of AGI items cited /// Desde que en propiedad entré a gobernar, han hecho los vecinos tres entradas por tierras de Zacatán, sin costo alguno de la Real Hacienda, como lo he representado a V.M., y que con muerte de alguna gente nuestra se logró el desalojo de ingleses que ocupaban aquel territorio al corte y comercio de palo de tinte /v Calderon 93 no 1 /MEXICO,889 -- a 8 jun 1702 /// Loss figures mentioned in 1705, but not known whether for offensive in Terminos or Hon /MEXICO,1079,L.43 282r–285v, 348v–350v /v Barke 16 173 / Loss tally excluded here "	bloody battles	some t sev Eng held	dislodged Eng fm Hon	1 Baluarte 30 PA	houses or huts burnt	xon	###	
E 152	152	1	0	xxx	Hos	xnp	1 Jun 1729	20 Oct 1735	Evacuation of Hon	"Yucatan flotilla enforces evacuation of Hon, inc fort built at Old R mouth"	Old	2 Sloops Havannah 2 Sloops Campeachy 16 PA	xnp	xnp	Daily Journal 3548 p3 / Universal Spectator and Weekly Journal 198 p3 / New-England Weekly Journal CCLXIX p1 = 15 May 1732 / Boston News-Letter 1495 p1 = 21 Sep 1732	"MEXICO,892 Exp 4, Petición 11774, Rollo 3, Tira 35 [Real cédula a 7 ago 1736] / AGN Mex, Historia, v 57, cuaderno 2 [Autos ... a 12 sep 1734]"	Barke 12 124	"Dated after second Figueroa y Silva Expedition by Barke 12 124  /// Evacuees included c 90 Neg slaves and c 6 whites, headed by William Pitt, refuged and thereafter settled at Black R among Miskitu allies / See CO 137/43 [1743] /v Offen 15 40 /xxx [= “NAS, GD461/101 [Lawrie c 1797]”] / During 1737 t mid-1740s, “They [Mos men] are very desirous of Englishmen settlign amongst them; and indeed, they have four of five [Eng] Families there, to whom they are Exceeding kind, thugh they [the Eng settled in Mos] are loose, Idle People, and such as ran away fm Jamaica for debt, or some Crimes."" /Knight, Hist 428 / ≤1765 Notes by Lt Speer. Black R for near Forty years past has been the Place mostly Inhabited by white People [in Mos Shore] chiefly occasioned by its being the Rendezvous of the Logwood Cutters, when expelled [fm] the Bay of Honduras by the Spaniards, and as many of them had sufficient reasons not to expose themselves in any British Dominions, chose this place as a Sanctuary, where they could live a Lawless, and abandon'd life with Impunity, untill Intelligence from their Scouts (who were frequently on the Look out) Informed them the Spaniards had again quitted the Bay, as those Expulsions often happen'd, it caused many Ships, and Vessels bound for that Place to stop here for Intelligence, and Learn whether there was any probability of getting Loaded with Logwood in case they went down, ... /ADM 7/837/(iii) f 23r–24r /// Sp build fort at mouth of Old R ""de cuatro medios baluartes de fajina y tablazón de 35 brazos de lado"" /v Barke 16 191 /AGN Mex, v 57, cuaderno 2, exp 5 [Autos ... Mérida a 14 sep 1733] /// To the KING ... Address and Representaiton of the Council of Jamaica [St. Jago de la Vega, Nov. 27, 1731]. ... We likewise beg Leave to observe, that the Bays of Campechy and Honduras were many Years in the Possession of your Majesty's Subjects, and reputed Part of the Territories depending on your Majesty's Government of this Islands, & gave Employment to a considerable NUmber of Shippping & People to cut and carry Logwood from thence; but we have been dispossess'd of them by the Spaniards, who likewise there seiz'd and made Prizes of a great Number of Ships belonging to your Majesty's Subjects. /NEWJ CCLXIX /// London, June 20 [1732]. When Capt. Lynn, who is arrived in the Downs, came from Honduras, the English had promised the Sp to quit the Bay by the End of January, and all are gone but the Masters of three Barricado's, and they were at the River's Mouth in their Craft, ready to go for the Keys, from whence two large Dutch Ships sailed with all manner of Necessaries for the Bay, before Capt Lynn came away; but scarce any wer let to trade with them. Two large sloops from the Havanna, and two from Campechey, and 16 Pettiaugurs were prepared to force the English's evacuating the Bay. /BNL 1495"	xon	xon	by 31 Jan 31 / evac fm < Jun 29 to 20 Oct 35	xon	xon	xon	###	
E 250	250	1	0	xxx	Fin	xnp	1 Jan 1741	31 Dec 1741	Sp Asylum	"Yucatan offers Neg slaves asylum on conversion to Catholicism, after which unknown number of slaves flee to Yucatan"	Hondo	xnp	xnp	xnp	xnp	"MEXICO,892 exp 5 — Yucatán a 26 sep 1741 / AGCA, A1.23, leg 1527 f 439 / AGCA, A1.23, leg 4634 f 240v"	Barke 2012 p125—6 n432 / Palma 38	"Dated 1693, 1733, 1740, 1750, 1773 by reales cédulas in Palma 38 /// 1704 Amatique. Slaves fm Jamaica arrive in one canoe, are manumitted by Sp King /v Palma 38 /AGCA, A1.23, leg 1524 f 158 /// 1778 Peten [Lake Peten Itza?]. Vars Hon slaves plead asylum, upon which Aud of Guat acts /v Palma 38 /AGCA, A1.56, exp 201, leg 8 /// [< 1800 ?] Lake Peten Itza. Settlement of Hon slaves, and coloured refugees [possibly Garifuna] fm Izabal and N Sp Hon, est and named San José /v Palma 40 /AGCA, A1.56, exp 3809, leg 186 /// 29 Jan 1729 Lake Peten Itza. Antonio de Liendo informs 9 slaves escaped fm R Waliz to barracks at Lake Peten Itza /v Garcia P 2 142 /// 1 Jul 1704, 24 Sep 1750 = Reales cédulas for asylum to slaves fm Eng and Du settlements /v Garcia P 3 73 /// 7 Nov 1693 = Real cédula granting asylum to runaway slaves in Sp Florida /v Lovejoy 42, 52 no 38"	xon	xon	xxx Neg slaves flee to Sp	xon	xon	xon	###	
E 572	572	1	0	xxx	Hos	xnp	1 Sep 1802	23 Sep 1802	xnp	"Amerindians commit depredations on mahogany works upstream of Old R, after which xxx"	Old	xnp	xnp	xnp	xnp	ML B [23 Sep 1802]	Burdon 2 p58	xnp	xon	xon	xon	xon	xon	xon	###	
E 580	580	1	0	xxx	Hos	xnp	1 Jul 1804	10 Jul 1804	xnp	Sp surprise Fleet	Utila	Dr. Gray	Jonathan Card	xnp	xnp	ML C [10 Jul 1804]	Burdon 2 71	xnp	xon	xon	xon	1 fishing vessel “attacked”	xon	xon	###	
E 590	590	1	0	xxx	Met	Storm	28 Aug 1805	28 Aug 1805	xnp	One hurricane strikes Hon	Old	xnp	xnp	xnp	xnp	"ML C [11, 23 Sep, 2 Oct 1805]"	Burdon 2 82	"11 Sep 1805 Magistrates to Lt Col Gordon. ""Times of general scarcity have too frequently fallen tot he Lott of this settlement since the commencement of Hostilities with Spain, but at no period was there ever such an accumulated pressure, or a more untoward Combination of distressing Circumstances likely to overwhelm a Community than at present. ... The Stores are so completely exhausted that not one barrel of Flour is to be purchased at Belize."" /v Burdon 2 /ML C"	xon	xon	xon	xon	"all plantation walks, yam vines destroyed"	Prov very scarce for c ? m	###	
E 600	600	1	0	xxx	Hos	xnp	1 Feb 1807	19 Feb 1807	xnp	Amerindians assault logging gangs working upstream of Old R at Hogstye Bank	Old	xnp	xnp	xnp	xnp	ML C [19 Feb 1807]	Burdon 2 101	"Hogstye Bank = above Orange Walk [BZ district], probably near Roaring Creek /v Bolland 75 p48 /// Possibly see, Extract of letter fm Hon, dated 25th May, 1807, says, ""The Gov of Jam, fm an application by the Mags, to HM Sup, supported and recommended by him, has granted permission for the importation of salted Beef and Pork into the Settlement, in American Bottoms, for eight months fm this date."" /Boston Commercial Gazette XXII 37 p2 = 9 Jul 1807 /// Possibly see [c 1809 Belize T.] not many years past, numerous tribes of hostile Indians often left their recesses in the woods for the purpose of plunder. This they often accomplished; and if resistance were offered, not infrequently committed the most sanguinary murders. The habitations of these people have never been traced. Their dispositions are peculiarly ferocious ... the dread of the military, whom it has been found expedient frequently to dispatch in pursuit of these fugitives, has latterly operated as a very effectual check /v Bolland 2 22 /Henderson 18–19"	xon	xon	xon	xon	xon	xon	###	
E 604	604	1	0	xxx	Bio	Ill	1 Apr 1807	7 May 1807	xnp	"Epidemic among residents of smallpox, attributed to ill or negligent conduct of Dr. Cumming"	Old	xnp	xnp	xnp	xnp	ML C [2 May 1807]	Burdon 2 102	xnp	xon	xon	xon	xon	xon	"Cost = inoculation of troops, xxx"	###	
E 584	584	1	0	xxx	Met	Storm	1 Jun 1805	xxx	xnp	"Strong gales destroy plantations, leading to scarcity of provisions"	Old	xnp	xnp	xnp	xnp	"ML C [25 Jun, 1 Jul 1805]"	Burdon 2 79	25 Jun 1805 Committee to Agent in London. Informing him of their distress and the destruction of their plantations by a gale: stating that there is not enough bread or meat in the Country to supply a quarter of the population: showing the painful necessity for speady relief: ... /Burdon 2 /ML C /// See Hon letter 25 Dec 1804 in US Gazette [PA] XXVII 3905 p3 = 26 Feb 1805 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109505F75A0331E8%40EANX-109B6D7FD91C2578%402380379-109B6D83D62DDB40%402-109B6D84F2830F90%40Extract%2Bof%2Ba%2BLetter%252C%2Bfrom%2Ba%2BGentleman%2Bat%2BHonduras%2BBay%252C%2BDated%2BDec.%2B25%252C%2BTo%2BHis%2BCorrespondent%2Bin%2BNew%2BYork / See Hon letter 10 Sep 1805 in Alexandria Daily Advertiser [Virg.] V 1462 p3 = 30 Nov 1805 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CAAAE0275100A0%40EANX-10F555F0C79ADA88%402380656-10F555F168DB4638%402-10F555F314B548E8%40Alexandria%2BDaily%2BAdvertiser.%2BSaturday%252C%2BNovember%2B30	xon	xon	xon	xon	xon	"Prov esp bread, meat very scarce for c ? m"	###	
E 502	502	1	1	xxx	Con	xnp	3 Sep 1783	30 Dec 1783	Belize Town as Capital	"Baymen rebuild de facto capital and commercial centre on mouth of Old R rather than on St. George’s Caye, as had previously been custom "	Old	xnp	xnp	xnp	xnp	ML C [27 May 1807]	Burdon 2 103	"Though town settled before 1775 /v Bowett 152 [Map] /Jefferys Map of Hon /// LONDON, Dec. 26 [1783]. The Mary, Boyd, is arrived at Greenock, fm Hon, fm whence she sailed the 12th of September. Capt Boyd gives an account, that no traders had then resorted thither, and that the coast and quays were in the most unsettled state. Little mahogany was to be found cut, and by the vigilance of the Sp cruisers, he imagines that that will be prevented and new settlers molested for some considerable time. Capt Boyd was permitted, by giving money to two GC, to load his vessel fm what he could pick up of that mahogany which had been formerly cut. /Pennsylvania Packet XIII 1677 p2 = 25 Mar 1784 /// KINGSTON, (Jam) Jul 23 [1785]. Letters fm Hon mention, that St. George's Quay, which was entirely ruinated by the Sp during the late war, is now resettling very fast; and we are informed that several persons of this town, who formerly resided there, are shortly going down, intending again to become settlers. /Pennsylvania Packet 2048 p2 = 29 Aug 1785 /// KINGSTON, (Jam) Dec. 17 [1785]. The ship Fair American, and sloop Jamaica, also fm London, have settlers on board for Hon. /State Gazette of South-Carolina XLIV 2370 p2 = 23 Jan 1786 /// KINGSTON, April 22 [1786]. We learn, by a gentleman lately fm Hon, that the British settlers there daily increase, and trade begins to flourish; the Old River's Mouth having been appointed the general mart, which in many respects is preferable to St. George's Quay, where business heretofore was usually transacted. It is said that many persons fm hence, both old standers and others, intend shortly to go down there to settle, and are now making preparations for the purpose. /Daily Advertiser [NYC] II 403 p2 = 12 Jun 1786"	xon	xon	xon	xon	xon	xon	###	
E 598	598	1	0	xxx	Bio	Ill	1 Oct 1806	30 Oct 1806	xnp	"Epidemic among residents of “severe sickness,” attributed to filthy state of foreshore"	Belize Town	xnp	xnp	xnp	xnp	"ML C [28 Oct 1806, 14 Feb 1807]"	Burdon 2 99	xnp	xon	xon	xon	xon	xon	xon	###	
E 586	586	1	0	xxx	Hos	xnp	1 Aug 1805	7 Sep 1805	xnp	"Tender of HMS Swift, Mary Ann, captures Sp GC"	xxx	1 GC	Lt. Smith / Midshipman Bowler / HMS Swift	xnp	xnp	ML C [7 Sep 1805]	Burdon 2 82	"7 Sep 1805 Magistrates, in recognition of very essential and meritorious service rendered by him in capturing the Sp GC fited out at Truxillo to harass the trade of our Settlement, offer thanks and 50 guineas for puchase of a sword to Lt. Smith of HMS Swift, Commander of tender Mary Ann / Magistrates to Mr. Bowler ... present 10 guineas for purchase of silver cup ""in remembrance of an action which does your youth great credit.” /v Burdon 2 /ML C"	xon	xon	xon	xon	xon	xon	###	
E 582	582	1	0	xxx	Soc	xnp	1 Oct 1804	xxx	xnp	Scarcity of provisions	Old	xnp	xnp	xnp	xnp	"MM A2 [11 Oct, 5 Nov 1804] / ML C [25 Jun 1805]"	"Burdon 2 75, 79"	"Possibly due to Am embargo rather than Napoleonic Wars /// 5 Nov 1804 Pub Mtg. Resolutions as to memorialising HM Ministers on the imperative necessity for permission of unrestricted trade with America owing to the impossibility of obtaining provisions otherwise, ... ""at the present moment there is not a single Barrel of Flour to be purchased and that some flour has recently sold for £12 per barrel of 196 lbs"" ... /v Burdon 2 /MM A2"	xon	xon	xon	xon	xon	Prov esp bread very scarce for c ? m	###	
