LEGEND: Table 1
Data sources = own questionnaires; general population poll by Borge y Asociados (n ≥ 1500)																									
																									
																									
Vanderbilt University's Americas Barometer (VAB) 																									
																									
Data Provider		Vanderbilt University																							
Description		United States university																							
Website		www.lapopsurveys.org																							
Data Source		Americas' Barometer 																							
Type		Survey																							
Respondents		Households																							
Frequency		Bi-annual since 2004																							
Coverage		Sample of Latin American countries																							
Public Access		"Some country-level aggregates are freely available, the rest of the dataset is  available via subscription"																							
Description		"The AmericasBarometer is an effort by LAPOP to measure democratic values and behaviors in the Americas using common questionnaires to households in Latin America with questions on areas such as Democracy, Politics and Institutions, Social Policies, Civic Culture, and other Current Issues."																							
																									
				2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2000	1998	1996	
		Voice and Accountability																							
		Trust in parliament		X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
		Satisfaction with democracy		X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
																									
		Political Stability and Absence of Violence																							
		NA		..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	
																									
		Government Effectiveness																							
		NA		..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	
																									
		Regulatory Quality																							
		NA		..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	
																									
		Rule of Law																							
		Trust in supreme court		X	X	..	..	..	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
		Trust in justice system		X	X	..	..	X	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
		Trust in police		X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
		Have you been a victim of crime?		X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
																									
		Control of Corruption																							
		Frequency of corruption among government officials		..	..	..	..	X	X	X	X	X	X	X	X	X	X	X	X	..	..	..	..	..	
		Perception of politicians to be corrupt -- % of respondents agreeing with statements: more than half & all politicians are corrupt		X	X	X	X																		
		"Thinking of the politicians, how many of them do you believe are involved in corruption?"		X	X																				
																									
		Country coverage		20	20	29	29	28	28	26	26	25	25	23	23	22	20	11	11	..	..	..	..	..	
		Year of Publication		2019	2019	2017	2017	2014	2014	2012	2012	2010	2010	2008	2008	2006	2006	2004	2004	..	..	..	..	..	


WGI1819: Table 1
		Averaged Rescaled Data						Original Data									Rescaled Data							
				  				Trust in Congress	Satisfied Democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Perception of politicians to be corrupt -- % of respondents agreeing with statements: half of politicians & more than half & all politicians are corrupt	"Thinking of the politicians, how many of them do you believe are
involved in corruption?"	 	Trust in Congress	Satisfied Democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Perception of politicians to be corrupt -- % of respondents agreeing with statements: half of politicians & more than half & all politicians are corrupt	"Thinking of the politicians, how many of them do you believe are
involved in corruption?"
	 						Max	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1
							Min	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0
							Orientation	1	1	1	0	1	1	0	1		1	1	1	0	1	1	0	1
							Assigned to	VA	VA	RL	RL	RL	RL	CC	CC		VA	VA	RL	RL	RL	RL	CC	CC
		VAB1819VA	VAB1819RL	VAB1819CC																				
ARG	Argentina	0.32	0.43	0.14				" 	0.29 "	" 	0.35 "	" 	0.24 "	" 	0.31 "		" 	0.35 "	0.81	0.09		0.29	0.35	0.24	0.69	..	0.35	0.19	0.09
BOL	Bolivia	0.39	0.37	0.18				" 	0.38 "	" 	0.41 "	" 	0.27 "	" 	0.28 "	" 	0.25 "	" 	0.24 "	0.72	0.08		0.38	0.41	0.27	0.72	0.25	0.24	0.28	0.08
BRA	Brazil	0.37	0.60	0.22				" 	0.31 "	" 	0.42 "	" 	0.45 "	" 	0.19 "		" 	0.53 "	0.62	0.06		0.31	0.42	0.45	0.81	..	0.53	0.38	0.06
CAN	Canada	0.63	0.72	..				" 	0.49 "	" 	0.77 "	" 	0.62 "	" 	0.13 "		" 	0.66 "				0.49	0.77	0.62	0.87	..	0.66	..	..
CHL	Chile	0.31	0.50	0.19				" 	0.20 "	" 	0.41 "	" 	0.26 "	" 	0.24 "		" 	0.47 "	0.76	0.13		0.20	0.41	0.26	0.76	..	0.47	0.24	0.13
COL	Colombia	0.26	0.46	0.17				" 	0.24 "	" 	0.29 "	" 	0.34 "	" 	0.24 "	" 	0.30 "	" 	0.42 "	0.74	0.08		0.24	0.29	0.34	0.76	0.30	0.42	0.26	0.08
CRI	Costa Rica	0.38	0.58	0.24				" 	0.30 "	" 	0.46 "	" 	0.47 "	" 	0.22 "		" 	0.48 "	0.73	0.22		0.30	0.46	0.47	0.78	..	0.48	0.27	0.22
ECU	Ecuador	0.36	0.51	0.22				" 	0.33 "	" 	0.39 "	" 	0.32 "	" 	0.29 "		" 	0.50 "	0.68	0.12		0.33	0.39	0.32	0.71	..	0.50	0.32	0.12
SLV	El Salvador	0.34	0.53	0.25				" 	0.32 "	" 	0.37 "	" 	0.34 "	" 	0.21 "		" 	0.44 "	0.66	0.15		0.32	0.37	0.34	0.79	..	0.44	0.34	0.15
USA	United States	0.42	0.85	0.21			 	" 	0.28 "	" 	0.56 "		" 	0.15 "			0.85	0.28		0.28	0.56	..	0.85	..	..	0.15	0.28
GTM	Guatemala	0.35	0.48	0.24				" 	0.29 "	" 	0.41 "	" 	0.35 "	" 	0.20 "		" 	0.31 "	0.61	0.10		0.29	0.41	0.35	0.80	..	0.31	0.39	0.10
HND	Honduras	0.31	0.47	0.28				" 	0.26 "	" 	0.36 "	" 	0.26 "	" 	0.19 "		" 	0.34 "	0.55	0.10		0.26	0.36	0.26	0.81	..	0.34	0.45	0.10
JAM	Jamaica	0.29	0.54	0.17				" 	0.26 "	" 	0.32 "	" 	0.44 "	" 	0.12 "		" 	0.30 "	0.85	0.19		0.26	0.32	0.44	0.88	..	0.30	0.15	0.19
MEX	Mexico	0.45	0.46	0.19				" 	0.44 "	" 	0.46 "	" 	0.49 "	" 	0.33 "		" 	0.22 "	0.73	0.10		0.44	0.46	0.49	0.67	..	0.22	0.27	0.10
NIC	Nicaragua	0.42	0.51	0.33				" 	0.38 "	" 	0.46 "	" 	0.38 "	" 	0.18 "	" 	0.43 "	" 	0.40 "	0.57	0.23		0.38	0.46	0.38	0.82	0.43	0.40	0.43	0.23
PAN	Panama	0.22	0.49	0.20				" 	0.18 "	" 	0.26 "	" 	0.19 "	" 	0.22 "		" 	0.49 "	0.66	0.06		0.18	0.26	0.19	0.78	..	0.49	0.34	0.06
PRY	Paraguay	0.36	0.45	0.19				" 	0.29 "	" 	0.43 "	" 	0.29 "	" 	0.22 "		" 	0.29 "	0.71	0.10		0.29	0.43	0.29	0.78	..	0.29	0.29	0.10
PER	Peru	0.18	0.32	0.14				" 	0.09 "	" 	0.28 "	" 	0.18 "	" 	0.36 "	" 	0.15 "	" 	0.31 "	0.76	0.05		0.09	0.28	0.18	0.64	0.15	0.31	0.24	0.05
DOM	Dominican Republic	0.37	0.45	0.19				" 	0.32 "	" 	0.43 "	" 	0.31 "	" 	0.26 "		" 	0.30 "	0.74	0.13		0.32	0.43	0.31	0.74	..	0.30	0.26	0.13
URY	Uruguay	0.50	0.55	0.31				" 	0.40 "	" 	0.59 "	" 	0.41 "	" 	0.29 "		" 	0.52 "	0.67	0.29		0.40	0.59	0.41	0.71	..	0.52	0.33	0.29
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
										 														


WGI1617: Table 1
CHL	Chile	0.42	0.60	..				" 	0.25 "	" 	0.60 "		" 	0.11 "	" 	0.25 "	" 	0.67 "			0.25	0.60	..	0.89	0.25	0.67	..
COL	Colombia	0.30	0.51	0.17				0.25	0.36		0.20	0.32	0.40	0.83		0.25	0.36	..	0.80	0.32	0.40	0.17
CRI	CostaRica	0.50	0.56	..				0.27	0.73		0.13	0.44	0.37			0.27	0.73	..	0.87	0.44	0.37	..
DOM	DOMREP	0.40	0.43	0.18				0.33	0.47		0.23	0.28	0.26	0.82		0.33	0.47	..	0.77	0.28	0.26	0.18
ECU	Ecuador	0.57	0.54	0.30				0.45	0.69		0.28	0.36	0.53	0.70		0.45	0.69	..	0.72	0.36	0.53	0.30
GTM	Guatemala	0.38	0.46	0.22				0.22	0.53		0.17	0.31	0.25	0.78		0.22	0.53	..	0.83	0.31	0.25	0.22
GUY	Guyana	0.35	0.49	0.09				0.36	0.35		0.07	0.28	0.26	0.91		0.36	0.35	..	0.93	0.28	0.26	0.09
HND	Honduras	0.42	0.53	0.28				0.37	0.46		0.18	0.37	0.39	0.72		0.37	0.46	..	0.82	0.37	0.39	0.28
HTI	Haiti	0.36	0.55	0.27				0.31	0.41		0.16	0.27	0.55	0.73		0.31	0.41	..	0.84	0.27	0.55	0.27
JAM	Jamaica	0.30	0.49	0.09				0.18	0.42		0.07	0.27	0.27	0.91		0.18	0.42	..	0.93	0.27	0.27	0.09
MEX	Mexico	0.35	0.45	0.17				0.35	0.36		0.24	0.31	0.28	0.83		0.35	0.36	..	0.76	0.31	0.28	0.17
NIC	Nicaragua	0.51	0.61	0.31				0.41	0.61		0.17	0.48	0.53	0.69		0.41	0.61	..	0.83	0.48	0.53	0.31
PAN	Panama	0.46	0.58	0.14				0.28	0.64		0.08	0.38	0.45	0.86		0.28	0.64	..	0.92	0.38	0.45	0.14
PER	Peru	0.26	0.38	0.12				0.14	0.38		0.31	0.19	0.25	0.88		0.14	0.38	..	0.69	0.19	0.25	0.12
PRY	Paraguay	0.36	0.49	0.19				0.26	0.47		0.13	0.29	0.32	0.81		0.26	0.47	..	0.87	0.29	0.32	0.19
SLV	ElSalvador	0.49	0.54	0.31				0.39	0.59		0.19	0.37	0.43	0.69		0.39	0.59	..	0.81	0.37	0.43	0.31
SUR	Suriname	0.58	0.69	..				0.44	0.73		0.10	0.54	0.64			0.44	0.73	..	0.90	0.54	0.64	..
TTO	TrinidadandTobago	0.37	0.48	..				0.21	0.54		0.12	0.28	0.27			0.21	0.54	..	0.88	0.28	0.27	..
URY	Uruguay	0.61	0.55	0.31				0.44	0.77		0.23	0.41	0.47	0.69		0.44	0.77	..	0.77	0.41	0.47	0.31
USA	USA	0.33	0.57	0.24				0.13	0.53		0.14	0.35	0.49	0.76		0.13	0.53	..	0.86	0.35	0.49	0.24
VEN	Venezuela	0.30	0.43	0.09				0.29	0.32		0.24	0.26	0.26	0.91		0.29	0.32	..	0.76	0.26	0.26	0.09
																						
																						
																						
																						
																						
																						
																						
																						
																						
										 												


WGI1213: Table 1
		Averaged Rescaled Data						Original Data								Rescaled Data						
				  				Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption		Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption
	 						Max	1	1	1	1	1	1	1		1	1	1	1	1	1	1
							Min	0	0	0	0	0	0	0		0	0	0	0	0	0	0
							Orientation	1	1	1	0	1	1	0		1	1	1	0	1	1	0
							Assigned to	VA	VA	RL	RL	RL	RL	CC		VA	VA	RL	RL	RL	RL	CC
	 	VAB1213VA	VAB1213RL	VAB1213CC			 															
BLZ	Belize	0.64	0.64	0.22				0.61	0.66	0.68	0.11	0.53	0.44	0.78		0.61	0.66	0.68	0.89	0.53	0.44	0.22
BRA	Brazil	0.48	0.51	0.26				0.29	0.66	0.43	0.16	0.35	0.44	0.74		0.29	0.66	0.43	0.84	0.35	0.44	0.26
COL	Colombia	0.46	0.52	0.12				0.36	0.55	0.45	0.21	0.39	0.46	0.88		0.36	0.55	0.45	0.79	0.39	0.46	0.12
CRI	Costa Rica	0.47	0.47	0.16				0.26	0.68	0.35	0.17	0.34	0.35	0.84		0.26	0.68	0.35	0.83	0.34	0.35	0.16
ECU	Ecuador	0.49	0.45	0.23				0.34	0.65	0.30	0.28	0.31	0.49	0.77		0.34	0.65	0.30	0.72	0.31	0.49	0.23
SLV	El Salvador	0.50	0.55	0.30				0.43	0.56	0.45	0.17	0.42	0.49	0.70		0.43	0.56	0.45	0.83	0.42	0.49	0.30
GTM	Guatemala	0.38	0.40	0.25				0.29	0.47	0.29	0.21	0.31	0.23	0.75		0.29	0.47	0.29	0.79	0.31	0.23	0.25
GUY	Guyana	0.50	0.59	0.06				0.55	0.46	0.58	0.08	0.52	0.34	0.94		0.55	0.46	0.58	0.92	0.52	0.34	0.06
HTI	Haiti	0.32	0.46	0.26				0.20	0.43	0.16	0.20	0.26	0.61	0.74		0.20	0.43	0.16	0.80	0.26	0.61	0.26
HND	Honduras	0.37	0.36	0.17				0.22	0.53	0.20	0.19	0.23	0.19	0.83		0.22	0.53	0.20	0.81	0.23	0.19	0.17
JAM	Jamaica	0.48	0.58	0.13				0.36	0.59	0.55	0.08	0.46	0.41	0.87		0.36	0.59	0.55	0.92	0.46	0.41	0.13
MEX	Mexico	0.46	0.48	0.13				0.46	0.46	0.46	0.23	0.40	0.30	0.87		0.46	0.46	0.46	0.77	0.40	0.30	0.13
NIC	Nicaragua	0.53	0.59	0.34				0.44	0.63	0.46	0.13	0.47	0.56	0.66		0.44	0.63	0.46	0.87	0.47	0.56	0.34
PAN	Panama	0.46	0.55	0.12				0.24	0.67	0.35	0.07	0.34	0.58	0.88		0.24	0.67	0.35	0.93	0.34	0.58	0.12
PRY	Paraguay	0.37	0.42	0.19				0.28	0.47	0.27	0.15	0.26	0.32	0.81		0.28	0.47	0.27	0.85	0.26	0.32	0.19
PER	Peru	0.33	0.36	0.19				0.14	0.52	0.25	0.28	0.23	0.23	0.81		0.14	0.52	0.25	0.72	0.23	0.23	0.19
DOM	Dominican Republic	0.44	0.44	0.17				0.36	0.52	0.40	0.19	0.32	0.24	0.83		0.36	0.52	0.40	0.81	0.32	0.24	0.17
URY	Uruguay	0.63	0.54	0.29				0.47	0.79	0.52	0.23	0.44	0.44	0.71		0.47	0.79	0.52	0.77	0.44	0.44	0.29
ARG	Argentina	0.52	0.44	0.10				0.33	0.71	0.36	0.21	0.32	0.29	0.90		0.33	0.71	0.36	0.79	0.32	0.29	0.10
BOL	Bolivia	0.40	0.35	0.23				0.28	0.52	0.22	0.28	0.22	0.23	0.77		0.28	0.52	0.22	0.72	0.22	0.23	0.23
CAN	Canada	0.57	0.67	0.36				0.44	0.70	0.61	0.13	0.57	0.63	0.64		0.44	0.70	0.61	0.87	0.57	0.63	0.36
CHL	Chile	0.44	0.56	0.26				0.39	0.49	0.37	0.14	0.37	0.66	0.74		0.39	0.49	0.37	0.86	0.37	0.66	0.26
SUR	Suriname	0.59	0.71	0.62				0.57	0.62	0.69	0.15	0.65	0.63	0.38		0.57	0.62	0.69	0.85	0.65	0.63	0.62
TTO	Trinidad and Tobago	0.40	0.43	0.05				0.31	0.48	0.38	0.16	0.32	0.20	0.95		0.31	0.48	0.38	0.84	0.32	0.20	0.05
USA	USA	0.33	0.54	0.24				0.16	0.50	0.38	0.11	0.42	0.47	0.76		0.16	0.50	0.38	0.89	0.42	0.47	0.24
VEN	Venezuela	0.56	0.47	0.12				0.46	0.67	0.43	0.19	0.39	0.25	0.88		0.46	0.67	0.43	0.81	0.39	0.25	0.12
																						
																						
																						
																						
																						
																						
																						
																						
																						
										 												


WGI1110: Table 1
		Averaged Rescaled Data						Original Data									Rescaled Data						
				  				Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption	 		Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption
	 						Max	1	1	1	1	1	1	1			1	1	1	1	1	1	1
							Min	0	0	0	0	0	0	0			0	0	0	0	0	0	0
							Orientation	1	1	1	1	1	1	1			1	1	1	1	1	1	1
							Assigned to	VA	VA	RL	RL	RL	RL	CC			VA	VA	RL	RL	RL	RL	CC
	 	VAB1110VA	VAB1110RL	VAB1110CC			 																
ARG	Argentina	0.42	0.44	0.21			 	0.38	0.46	0.36	0.74	0.36	0.31	0.21			0.38	0.46	0.36	0.74	0.36	0.31	0.21
BLZ	Belize	0.52	0.57	0.24				0.53	0.50	0.56	0.88	0.47	0.38	0.24			0.53	0.50	0.56	0.88	0.47	0.38	0.24
BOL	Bolivia	0.54	0.52	0.27				0.51	0.56	0.46	0.77	0.43	0.44	0.27			0.51	0.56	0.46	0.77	0.43	0.44	0.27
BRA	Brazil	0.49	0.60	0.33				0.42	0.56	0.55	0.83	0.51	0.53	0.33			0.42	0.56	0.55	0.83	0.51	0.53	0.33
CAN	Canada	0.52	0.65	0.42				0.47	0.56	0.60	0.85	0.53	0.63	0.42			0.47	0.56	0.60	0.85	0.53	0.63	0.42
CHL	Chile	0.54	0.64	0.32			 	0.54	0.55	0.52	0.84	0.48	0.71	0.32			0.54	0.55	0.52	0.84	0.48	0.71	0.32
COL	Colombia	0.51	0.61	0.22				0.49	0.52	0.56	0.80	0.53	0.56	0.22			0.49	0.52	0.56	0.80	0.53	0.56	0.22
CRI	Costa Rica	0.55	0.60	0.24				0.50	0.60	0.57	0.81	0.55	0.49	0.24			0.50	0.60	0.57	0.81	0.55	0.49	0.24
ECU	Ecuador	0.47	0.51	0.26				0.43	0.52	0.38	0.76	0.40	0.49	0.26			0.43	0.52	0.38	0.76	0.40	0.49	0.26
SLV	El Salvador	0.54	0.58	0.35				0.52	0.55	0.54	0.76	0.51	0.49	0.35			0.52	0.55	0.54	0.76	0.51	0.49	0.35
USA	United States	0.41	0.62	0.30				0.30	0.51	0.53	0.84	0.51	0.59	0.30			0.30	0.51	0.53	0.84	0.51	0.59	0.30
GTM	Guatemala	0.43	0.48	0.24				0.37	0.48	0.41	0.77	0.41	0.31	0.24			0.37	0.48	0.41	0.77	0.41	0.31	0.24
HTI	Haiti	0.35	0.51	0.35				0.32	0.39	0.33	0.85	0.35	0.53	0.35			0.32	0.39	0.33	0.85	0.35	0.53	0.35
HND	Honduras	0.58	0.63	0.29				0.57	0.58	0.57	0.86	0.56	0.54	0.29			0.57	0.58	0.57	0.86	0.56	0.54	0.29
JAM	Jamaica	0.43	0.55	0.18				0.40	0.46	0.51	0.90	0.46	0.33	0.18			0.40	0.46	0.51	0.90	0.46	0.33	0.18
MEX	Mexico	0.50	0.53	0.23				0.54	0.45	0.55	0.74	0.48	0.36	0.23			0.54	0.45	0.55	0.74	0.48	0.36	0.23
NIC	Nicaragua	0.44	0.55	0.32				0.40	0.49	0.40	0.81	0.44	0.55	0.32			0.40	0.49	0.40	0.81	0.44	0.55	0.32
PAN	Panama	0.55	0.62	0.24			  	0.47	0.63	0.49	0.89	0.53	0.58	0.24			0.47	0.63	0.49	0.89	0.53	0.58	0.24
PRY	Paraguay	0.43	0.48	0.21			 	0.35	0.50	0.37	0.82	0.37	0.37	0.21			0.35	0.50	0.37	0.82	0.37	0.37	0.21
PER	Peru	0.39	0.46	0.20				0.32	0.45	0.36	0.69	0.38	0.41	0.20			0.32	0.45	0.36	0.69	0.38	0.41	0.20
DOM	Dominican Republic	0.51	0.54	0.22				0.51	0.51	0.50	0.83	0.45	0.40	0.22			0.51	0.51	0.50	0.83	0.45	0.40	0.22
URY	Uruguay	0.67	0.64	0.37				0.66	0.68	0.65	0.79	0.58	0.56	0.37			0.66	0.68	0.65	0.79	0.58	0.56	0.37
VEN	Venezuela	0.46	0.47	0.24				0.45	0.47	0.42	0.74	0.38	0.36	0.24			0.45	0.47	0.42	0.74	0.38	0.36	0.24
SUR	Suriname	0.50	0.66	0.49				0.49	0.52	0.63	0.79	0.60	0.60	0.49			0.49	0.52	0.63	0.79	0.60	0.60	0.49
TTO	Trinidad and Tobago	0.40	0.50	0.17				0.35	0.45	0.43	0.87	0.40	0.32	0.17			0.35	0.45	0.43	0.87	0.40	0.32	0.17


WGI0908: Table 1
		Averaged Rescaled Data						Original Data									Rescaled Data						
				  				Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption	 		Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption
							Max	1	1	1	1	1	1	1			1	1	1	1	1	1	1
							Min	0	0	0	0	0	0	0			0	0	0	0	0	0	0
							Orientation	1	1	1	1	1	1	1			1	1	1	1	1	1	1
							Assigned to	VA	VA	RL	RL	RL	RL	CC			VA	VA	RL	RL	RL	RL	CC
		VAB0908VA	VAB0908RL	VAB0908CC			 																
ARG	Argentina	0.44	0.46	0.15			 	0.37	0.51	0.41	0.73	0.37	0.32	0.15			0.37	0.51	0.41	0.73	0.37	0.32	0.15
BLZ	Belize	0.57	0.66	0.31				0.61	0.53	0.63	0.89	0.58	0.56	0.31			0.61	0.53	0.63	0.89	0.58	0.56	0.31
BOL	Bolivia	0.49	0.54	0.27				0.48	0.50	0.49	0.82	0.45	0.41	0.27			0.48	0.50	0.49	0.82	0.45	0.41	0.27
BRA	Brazil	0.45	0.56	0.30				0.36	0.54	0.48	0.84	0.45	0.46	0.30			0.36	0.54	0.48	0.84	0.45	0.46	0.30
CAN	Canada	0.62	0.69	0.43				0.57	0.66	0.70	0.86	0.60	0.60	0.43			0.57	0.66	0.70	0.86	0.60	0.60	0.43
CHL	Chile	0.50	0.60	0.34			 	0.51	0.49	0.50	0.78	0.46	0.67	0.34			0.51	0.49	0.50	0.78	0.46	0.67	0.34
COL	Colombia	0.52	0.65	0.27				0.52	0.52	0.60	0.84	0.56	0.59	0.27			0.52	0.52	0.60	0.84	0.56	0.59	0.27
CRI	Costa Rica	0.57	0.60	0.28				0.48	0.66	0.55	0.84	0.52	0.49	0.28			0.48	0.66	0.55	0.84	0.52	0.49	0.28
DOM	Dominican Republic	0.54	0.59	0.25				0.54	0.54	0.56	0.85	0.50	0.47	0.25			0.54	0.54	0.56	0.85	0.50	0.47	0.25
ECU	Ecuador	0.38	0.47	0.23				0.23	0.53	0.35	0.79	0.36	0.38	0.23			0.23	0.53	0.35	0.79	0.36	0.38	0.23
SLV	El Salvador	0.43	0.55	0.29				0.40	0.45	0.46	0.81	0.46	0.49	0.29			0.40	0.45	0.46	0.81	0.46	0.49	0.29
GTM	Guatemala	0.46	0.53	0.19				0.40	0.53	0.43	0.83	0.45	0.40	0.19			0.40	0.53	0.43	0.83	0.45	0.40	0.19
HTI	Haiti	0.39	0.54	0.43				0.38	0.39	0.36	0.86	0.40	0.56	0.43			0.38	0.39	0.36	0.86	0.40	0.56	0.43
HND	Honduras	0.43	0.52	0.23				0.41	0.45	0.38	0.86	0.41	0.44	0.23			0.41	0.45	0.38	0.86	0.41	0.44	0.23
JAM	Jamaica	0.48	0.59	0.14				0.47	0.49	0.52	0.92	0.51	0.42	0.14			0.47	0.49	0.52	0.92	0.51	0.42	0.14
MEX	Mexico	0.52	0.60	0.35				0.60	0.43	0.58	0.84	0.52	0.44	0.35			0.60	0.43	0.58	0.84	0.52	0.44	0.35
NIC	Nicaragua	0.42	0.54	0.25				0.37	0.47	0.36	0.83	0.41	0.54	0.25			0.37	0.47	0.36	0.83	0.41	0.54	0.25
PAN	Panama	0.46	0.56	0.30			 	0.38	0.54	0.40	0.92	0.43	0.49	0.30			0.38	0.54	0.40	0.92	0.43	0.49	0.30
PRY	Paraguay	0.27	0.39	0.22			 	0.25	0.30	0.21	0.83	0.23	0.29	0.22			0.25	0.30	0.21	0.83	0.23	0.29	0.22
PER	Peru	0.38	0.46	0.24				0.33	0.43	0.35	0.75	0.34	0.39	0.24			0.33	0.43	0.35	0.75	0.34	0.39	0.24
USA	United States	0.47	0.61	0.35				0.38	0.57	0.52	0.82	0.51	0.59	0.35			0.38	0.57	0.52	0.82	0.51	0.59	0.35
URY	Uruguay	0.57	0.61	0.37				0.54	0.61	0.57	0.78	0.55	0.55	0.37			0.54	0.61	0.57	0.78	0.55	0.55	0.37
VEN	Venezuela	0.51	0.49	0.20				0.44	0.59	0.42	0.79	0.42	0.35	0.20			0.44	0.59	0.42	0.79	0.42	0.35	0.20


WGI0706: Table 1
		Averaged Rescaled Data						Original Data									Rescaled Data						
				  				Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption	 		Trust in Congress	satisfied democracy	Trust in supreme court	Victim of crime	Trust in justice	Trust in police	Frequency of corruption
							Max	1	1	1	1	1	1	1			1	1	1	1	1	1	1
							Min	0	0	0	0	0	0	0			0	0	0	0	0	0	0
							Orientation	1	1	1	1	1	1	1			1	1	1	1	1	1	1
							Assigned to	VA	VA	RL	RL	RL	RL	CC			VA	VA	RL	RL	RL	RL	CC
		VAB0706VA	VAB0706RL	VAB0706CC			 																
BOL	Bolivia	0.54	0.53	0.36			 	0.47	0.60	0.50	0.83	0.42	0.38	0.36			0.47	0.60	0.50	0.83	0.42	0.38	0.36
BRA	Brazil	0.42	0.59	0.26				0.41	0.44	0.46	0.85	0.43	0.60	0.26			0.41	0.44	0.46	0.85	0.43	0.60	0.26
CAN	Canada	0.65	0.74	0.47				0.61	0.69	0.71	0.87	0.64	..	0.47			0.61	0.69	0.71	0.87	0.64	..	0.47
CHL	Chile	0.55	0.58	0.35				0.51	0.59	0.47	0.77	0.41	0.66	0.35			0.51	0.59	0.47	0.77	0.41	0.66	0.35
COL	Colombia	0.54	0.56	0.27				0.49	0.59	0.52	0.87	0.58	0.26	0.27			0.49	0.59	0.52	0.87	0.58	0.26	0.27
CRI	Costa Rica	0.54	0.51	0.25			 	0.49	0.59	0.57	0.83	0.42	0.23	0.25			0.49	0.59	0.57	0.83	0.42	0.23	0.25
DOM	Dominican Republic	0.57	0.55	0.21				0.53	0.62	0.52	0.84	0.47	0.37	0.21			0.53	0.62	0.52	0.84	0.47	0.37	0.21
ECU	Ecuador	0.21	0.44	0.14				0.17	0.25	0.25	0.80	0.28	0.43	0.14			0.17	0.25	0.25	0.80	0.28	0.43	0.14
SLV	El Salvador	0.48	0.54	0.34				0.49	0.47	0.48	0.84	0.52	0.31	0.34			0.49	0.47	0.48	0.84	0.52	0.31	0.34
GTM	Guatemala	0.41	0.47	0.29				0.41	0.41	0.45	0.81	0.42	0.19	0.29			0.41	0.41	0.45	0.81	0.42	0.19	0.29
GUY	Guyana	0.51	0.62	0.22				0.56	0.46	0.55	0.89	0.52	0.51	0.22			0.56	0.46	0.55	0.89	0.52	0.51	0.22
HTI	Haiti	0.43	0.51	0.34				0.47	0.38	0.31	0.83	0.40	0.49	0.34			0.47	0.38	0.31	0.83	0.40	0.49	0.34
HND	Honduras	0.50	0.48	0.31				0.46	0.54	0.41	0.81	0.50	0.21	0.31			0.46	0.54	0.41	0.81	0.50	0.21	0.31
JAM	Jamaica	0.50	0.58	0.16				0.41	0.58	0.51	0.90	0.45	0.45	0.16			0.41	0.58	0.51	0.90	0.45	0.45	0.16
MEX	Mexico	0.55	0.51	0.27				0.59	0.52	0.57	0.80	0.38	0.28	0.27			0.59	0.52	0.57	0.80	0.38	0.28	0.27
NIC	Nicaragua	0.41	0.48	0.28				0.39	0.43	0.38	0.84	0.52	0.17	0.28			0.39	0.43	0.38	0.84	0.52	0.17	0.28
PAN	Panama	0.46	0.53	0.26				0.45	0.47	0.44	0.93	0.48	0.26	0.26			0.45	0.47	0.44	0.93	0.48	0.26	0.26
PRY	Paraguay	0.24	0.45	0.00			 	0.27	0.20	0.30	0.83	0.31	0.34	0.00			0.27	0.20	0.30	0.83	0.31	0.34	0.00
PER	Peru	0.35	0.45	0.20			 	0.33	0.37	0.35	0.74	0.33	0.40	0.20			0.33	0.37	0.35	0.74	0.33	0.40	0.20
