ID	NO	LOSSY	INVASN	SIEGE	SER 0	SER 1	START	STOP	NAME	DESC	PLACE	SP	NON—SP 0	NON—SP 1	PRESS	CF	VIA	NOTE	LOSS 0	LOSS 1	LOSS 2	LOSS 3	LOSS 4	LOSS 5	END	
E 31	31	0	0	0	Bio	Pest	1 May 1518	30 Dec 1518	Locust plague	Locust plague	Champoton [Yuc]	xnp	xnp	xnp	xnp	xnp	Campos 145	xnp	np	np	np	np	np	np	###	
E 33	33	0	0	0	Con	xnp	1 Mar 1524	30 Mar 1524	Puerto Caballos est	xxx	Puerto Caballos	Gil González Dávila	xnp	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 35	35	0	0	0	Met	Nino	1 May 1525	30 Oct 1527	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 37	37	0	0	0	Con	xnp	18 May 1525	18 May 1525	Truxillo est	xxx	Truxillo	xnp	xnp	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 39	39	0	0	0	Met	Storm	1 Jun 1526	30 Nov 1526	Unnamed H / TD / TS	One or more hurricanes or tropical storms pass near or land on Hon	Turneffe	xnp	xnp	xnp	xnp	Schmitt xxx [Supp 1]	xnp	xnp	np	np	np	np	np	np	###	
E 41	41	0	0	0	Hos	xnp	19 Nov 1526	8 Dec 1526	Adelantado of Yuc named	Francisco de Montejo requests and obains patent to conquer Yuc	Granada [Spain]	Francisco de Montejo	xnp	xnp	xnp	xnp	Chamberlain 19	xnp	np	np	np	np	np	np	###	
E 43	43	0	0	0	Hos	xnp	1 Jul 1527	30 May 1528	Montejo entrada	"Francisco de Montejo conquers NE Yuc [N of Cozumel] for King of Castille, inc Battles of Chauaca, of Ake"	"Seville, Azores, Santo Domingo, Cozumel, Xelha, Pole, Xamanha, Moc-hi, Ecab [Cape Catoche], Conil, Cachi, Sinsimato, Chauaca, Ake, Zizha, Loche"	"Francisco de Montejo, Alonso Dávila, Pedro de los Ríos, Pedro de Añasco, Pedro de Lugones, Pedro González, Hernando Palomino, Pedro Gaitán, Fr Juan Rodríguez de Caraveo, Fr Pedro Fernández, Fr Gregorio de San Martín 4 Ships 250 t 275 men"	Btb Naum Pat	xnp	xnp	xnp	Chamberlain 30 / Reichert 18–19 / Graham 125	"Ships = San Jerónimo, Nicolasa, La Gavarra, ... / Allies = Cozumel, Xelha, Zama / Xelha and Zama later sever alliance /v Chamberlain 39 / Ecab /v Chamberlain 47 / Oct 1527 Sp villa established at Xelha, named Salamanca, w alcaldes inc Cristóbal de Sotelo /v Chamberlain 36 / Fr Juan Rodríguez de Caraveo, and possibly other two frays, learn Mayan, and likely or certainly convert at least some Mayas to Christianity /v Graham 126 /xxx"	np	np	np	np	np	np	###	
E 45	45	0	0	0	Hos	xnp	1 Mar 1528	30 Jul 1528	Montejo entrada and survey	"Francisco de Montejo attempts to conquer E Yuc [S of Cozumel] for King of Castille, via land and sea routes, but is foiled by Nachan Can and Gonzalo Guerrero, inc passage through Barrier Reef to Corozal Bay, and coastal survey from Bahía de la Ascención to Río de Ulúa"	"Xelha, Bahía de la Ascensión, Chactemal, Río de Ulua"	"Francisco de Montejo, Alonso Dávila, Alonso de Luján 1 Brig"	"Nachan Can, Gonzalo Guerrero"	xnp	xnp	xnp	Chamberlain 59 / Jones 26 / Reichert 18–19	Brig = La Gavarra	np	np	np	np	np	np	###	
E 47	47	0	0	0	Met	Nina	1 May 1528	30 Oct 1528	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 49	49	0	0	0	Met	Nina	1 May 1531	30 Oct 1533	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 51	51	0	0	0	Hos	xnp	1 Jun 1531	30 Mar 1533	Dávila entrada	"Francisco de Montejo sends Alonso Dávila to conquer Uaymil and Chactemal provinces, but Dávila is forced to retreat by sea fm Chactemal to Puerto Caballos, inc Battles of Chequitaquil, of Cochuah, of Hoya, Ma Siege of Sp-occupied Chactemal, and Sp torture of Cacique of and retinue fm Tapaen"	"Campeachy, Canpech, Mani = Tutulxiu, Cochuah, Tulma, Chable, Maçanahau, Bakhalal, Chactemal, Chequitaquil, Hoya, Tapaen, Río Dulce [Golfo Dulce], Puerto Caballos, Río de Ulúa, Truxillo"	"Francisco de Montejo, Alonso Dávila, Alonso de Luján < 60 men"	"Nachan Can, Gonzalo Guerrero"	xnp	xnp	CDI 14 97–128 / Oviedo lib 32 cap 6–8	Chamberlain 99 / Jones 28 / Reichert 19 / Graham 128	"On Ma provinces and towns, demographics etc cf Jones 94–121, Graham 29–58 / present-day Belize territory = Yucatec Maya provinces of Chactumal and Dzuluinicob [under Chactumal and Tipuj] / c 25 post-Columbian Maya towns in Hon named in Sp sources, though only 5 [Chanlacan, Chetumal, Colmotz, Lamanai, Tipuj] currently located to varying degrees of certainty /v Graham 199 /v Jones 277–291 /xxx /// Allies = Maçanahau, Yuyumpeten, /v Chamberlain 102 / Maçanahau later severs alliance, but thereafter surrenders /v Chamberlain 106 /// 1531 Sp Villa Real established at Chetumal, w Regidores inc Francisco de Montejo [Jr, nephew of senior Francisco de Montejo] /v Chamberlain 103 /// Chetumal–Puerto Caballos retreat by sea in 32 canoes, piloted by Ma merchants fm Uaymil–Chetumal province / proved very difficult, inc raids for provisions and Ma pilots, and possible hurricane or flash thunderstorm / “Such a manner of coast ... has never been seen or heard of elsewhere, for it is all inundated by the sea for a great distance [back from the shore]. Because of this, it is impossible to move by land. The wind off the land drove them such a distance out to sea that they nearly lost sight of the shore, and at the same time threatened to capsize them. At midday, when the wind or tide turned, they were pushed back to land. [The Indian captives], who knew the coast, were sett o rowing when necessary, and at the hour of vespers, or sometimes later, they landed, having gained ... six or seven leagues [during the day's voyage]. It was something to be marvelled at how, just before sunset, they would find a stream or lagoon with a belt of sand, or beach, close to its entrance, where, with guards posted over the canoes, the men and horses could be put ashore.” /v Chamberlain 121 /Oviedo xxx 32–38 / Find no towns along coast /v Jones 39"	np	np	np	np	np	np	###	
E 53	53	0	0	0	Hos	xnp	1 Jan 1534	30 Mar 1535	Montejo Gov of Yuc	King of Castile appoints Francisco de Montejo Gov of Yuc ie territory between Río de Copilco [Tabasco] and Río Ulúa [Sp Hon = Higueras]	Granada	Francisco de Montejo	xnp	xnp	xnp	xnp	Chamberlain 179	xnp	np	np	np	np	np	np	###	
E 55	55	0	0	0	Bio	Pest	1 Jan 1535	30 Dec 1540	Great Locust Plague	Locust plague	Yuc	xnp	xnp	xnp	xnp	xnp	Campos 145	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 57	57	0	0	0	Met	Nina	1 May 1535	30 Oct 1535	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 59	59	0	0	0	Hos	xnp	1 Jun 1536	14 Aug 1536	Death of Guerrero	Gonzalo Guerrero dies in battle serving Cicumba against Pedro de Alvarado y Contreras near Río Ulúa 	"Chactemal, Río Ulúa"	Pedro de Alvarado y Contreras	"Cicumba, Gonzalo Guerrero"	xnp	xnp	xnp	RAH DNB xxx / Roys 2 162	xnp	np	np	np	np	np	np	###	
E 61	61	0	0	0	Met	Nina	1 May 1538	30 Oct 1538	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 63	63	0	0	0	Met	Nino	1 May 1539	30 Oct 1539	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 65	65	0	0	0	Met	Nina	1 May 1540	30 Oct 1542	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 67	67	0	0	0	Met	Nino	1 May 1540	30 Oct 1540	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 69	69	0	0	0	Bio	Pest	1 Jan 1541	30 Dec 1542	Locust plague	Locust plague	"Merida, Campeachy"	xnp	xnp	xnp	xnp	xnp	Campos 145	"1535–1541 Yuc. Extended or severe drought /v Hoggarth 86 / 1528–1550 Yuc. c 565,600 deaths  /Hoggarth 91"	np	np	np	np	np	np	###	
E 71	71	0	0	0	Con	xnp	6 Jan 1542	6 Jan 1542	Mérida est	Francisco de Montejo the Younger est Mérida after conquering T’ho [= Ti’ho]	Mérida	Francisco de Montejo [Younger]	xnp	xnp	xnp	xnp	Chamberlain 213	xnp	np	np	np	np	np	np	###	
E 73	73	0	0	0	Met	Storm	1 Jun 1542	30 Nov 1542	Unnamed H / TD / TS	One or more hurricanes or tropical storms pass near or land on Hon	Turneffe	xnp	xnp	xnp	xnp	Schmitt xxx [Supp 1]	xnp	xnp	np	np	np	np	np	np	###	
E 75	75	0	0	0	Hos	xnp	1 Nov 1542	30 Dec 1543	Benvenida voyage	Franciscan Fray Lorenzo de Bienvenida passes via Hon from Golfo Dulce to Bacalar	"Gulf Dulce, Bacalar"	Lorenzo de Bienvenida	xnp	xnp	xnp	"CONTADURIA,L.275 ff 222–223"	Gomez L 499–500	"Dating = 1543–1544 Bienvenida travels in Hon /v Rushton 48 /v Jones xxx / 1543–1546 by Graham /v Graham 111 /// 9 Aug 1542 Nao La Trinidad departs Old Spain for New Spain, Fray Bienvenida on board /v Gomez L 499 /// 1545–1547 Bienvenida stays in Bacalar for unknown period of time, en route fm Guat to Merida to join other Franciscan missionaries assigned to [northern?] Yuc /v Jones 60 /xxx /// 1 Feb 1547 Merida. Lorenzo de Bienvenida and other friars note they had travelled about in Yuc for ""two years and more"" /v Gomez L 497 / See *Cartas de Indias* [Madrid, sn, 1877], 67–69 /// 10 Feb 1548 Bienvenida to HCM. Describes Pacheco entrada to Hon, and Hon town or hamlet decline thereafter, viz ""there were pueblos of five hundred and one thousand houses, and now one which has one hundred is large"" /v Jones 42 / See *Cartas de Indias* [Madrid, Imprenta de Manuel G. Hernández, 1877], 70–82 /// 15 Oct 1550 Merida. Luis de Villalpando [who signed the 1 Feb 1547 Merida letter with Bienvenida] mentions evidence obtained by ""my friars from six years ago until now during which we have been here in this land"" /v Gomez L 497 fn 11 = repository mss in Archivo Histórico Nacional, Madrid, sección Cartas de Indias, xxx"	np	np	np	np	np	np	###	
E 77	77	0	0	0	Con	xnp	20 Nov 1542	20 Nov 1542	Nuevas Leyes	xxx	Barcelona	xnp	xnp	xnp	xnp	xnp	Rubio G 90–91	xnp	np	np	np	np	np	np	###	
E 79	79	0	0	0	Hos	xnp	1 Apr 1543	30 Dec 1544	"Pacheco entrada, Bacalar est"	"Francisco de Montejo sends Gaspar Pacheco to conquer SE Yuc = fm Uaymil–Chactemal province to Golfo Dulce, inc severe food seizures, massacre and torture of Ma captives, leading to significant famine, desertion of towns, and depopulation"	"Mérida, Cochuah, Chactemal, Bakhalal, xxx, Tipuj, Golfo Dulce"	"Gaspar Pacheco, Melchor Pacheco, Alonso Pacheco, Rodrigo Alvarez 25 t 30 men"	xnp	xnp	xnp	"ESCRIBANIA,304B [Fernández de Castro ... a 1597] / Cogolludo lib 3 cap 15 / MEXICO,359 [Capítulos puestos a Montejo ... a 1544]"	"Chamberlain 232 / Barke B 26 / Jones 41, 59 / Graham 133"	"= “one of the bloodiest campaigns, and certainly the cruelest, of the entire conquest [of Yuc].” /v Chamberlain 233 / Maya, both male and female, were killed in numbers with the garrote, or were thrown into the lakes to drown with weights attached to them. Savage dogs of war, although used not for the first time in Yuc, tore many defenseless natives to pieces. It is said that the Pachecos cut off the hands, ears and noses of many Insias. Alonso Pacheco was seemingly the officer most reponsible for these and other barbarities. /v Chamberlain 234 / See letter fm Bienvenida a Felipe II 10 feb 1548 in *Cartas de Indias* [Madrid, Min de Fomento, 1877], 70–82 / See JUSTICIA,300,N.3,R.2 [Relación ... por Blas Cota a 1549] /// Later Pachecos sued by Franciscan friars, and investigated by Crown /v Chamberlain 236 /// 6 Mar 1544 Bacalar established after conquest of Bakhalal /v Barke B 35 / no exact date given in Jones 43 / On economy eg coastal trade to Golfo Dulce cf MEXICO,99 [Probanza ... Bacalar, a 21 abril 1570] /v Jones 69 / inc est of Yucatec Ma reduction towns, eg those on coast eg Zacatan / Bacalar province = Uaymil, Chactemal, Dzuluinicob + newly est reduction towns divided into 5 encomiendas held by Melchor Pacheco, Martín Rodríguez, Alonso Pacheco, Pedro de Avila, Alonso Hernández, Juan Farfán, and possibly Juan Pérez de Castañeda /v Jones 44, 59 /// 1544–1550 Lamanai. First Sp *visita* church [= YDL I] built, likely by Ma under Franciscan oversight /v Mayfield 20 /v Graham 231–232, 236–238 /Pendergast W 120–122 / Dates = c 1544, c 1568 suggested /v Rushton 48 /v Pendergast xxx / 1543–1550 Tipu. First Sp *visita* church [= Str. H12-13] built, likely by Ma under Franciscan oversight /v Graham 224"	np	np	np	np	np	np	###	
E 81	81	0	0	0	Con	xnp	24 May 1543	24 May 1543	Valladolid est	Francisco de Montejo the Nephew est Valladolid after conquering Chauaca	Valladolid-at-Chauaca	Francisco de Montejo [Nephew]	xnp	xnp	xnp	xnp	Chamberlain 226	Spring 1544 Valladolid moved to Saci ie Sp occupy Saci /v Chamberlain 229	np	np	np	np	np	np	###	
E 83	83	0	0	0	Met	Nina	1 May 1544	30 Oct 1544	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 85	85	0	0	0	Met	Nino	1 May 1544	30 Oct 1544	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 87	87	0	0	0	Con	xnp	1 Jan 1546	30 Dec 1546	Royal Navy est	xxx	xnp	xnp	xnp	xnp	xnp	xnp	xnp	xnp	np	np	np	np	np	np	###	
E 89	89	0	0	0	Met	Nina	1 May 1546	30 Oct 1546	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 91	91	0	0	0	Hos	xnp	1 Nov 1546	30 Jun 1547	Avila survey	Francisco de Montejo sends Pedro de Avila to survey Hon coast and Golfo Dulce from Bacalar	"Bacalar, Golfo Dulce"	Pedro de Ávila	xnp	xnp	xnp	xnp	Chamberlain 257	xnp	np	np	np	np	np	np	###	
E 93	93	0	0	0	Hos	xnp	8 Nov 1546	30 Mar 1547	Pixtemax revolt and conspiracy inc Chanlacan revolt and siege of Bacalar	"Cupul caciques, war leaders and priests, at Pixtemax [ie new Saci] organise concerted torture, sacrifice and massacre of Sp and Sp allies, in which they’re joined by provinces of Cochuah, Stotuta, Tazes, Chikinchel, Uaymil-Chetumal"	"Pixtemax, Villadolid, Cochuah, Sotuta, Tazes, Chikinchel, Uaymil-Chetumal, Chanlacan, Bacalar"	"Francisco de Montejo [Nephew], Hernando de Bracamonte, Juan de Aguilar"	Chilam Anbal	xnp	xnp	"PATRONATO,69,R.1,N.10"	Chamberlain 237 / Jones 45 / Barke B 56 / Quezada 41–44	"Events in Uaymil-Chetumal = Maya first refuse to serve Sp / Chanlacan kill encomendero Martín Rodríguez, rise in arms, and blockade Bacalar /v Chamberlain 244 / Lamanai fail to capture revolters / finally subjugated by Francisco de Montejo the Nephew and Juan de Aguilar without force /v Chamberlain 248 /v Jones 46"	np	np	np	np	np	np	###	
E 95	95	0	0	0	Hos	xnp	1 Jan 1547	30 Dec 1547	Montejo entrada	Francisco de Montejo sends Montejo the Younger to conquer Golfo Dulce	"Merida, Bacalar"	"Francisco de Montejo [Younger], Francisco de Montejo [Nephew] 80 men"	xnp	xnp	xnp	xnp	Chamberlain 257	xnp	np	np	np	np	np	np	###	
E 97	97	0	0	0	Met	Nina	1 May 1548	30 Oct 1549	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 99	99	0	0	0	Fin	xnp	1 Jan 1549	xxx	Sp logwood trade	"Sp in Yuc start logging [first in west coast of Yuc and probably Bahía de Ascención, later by Champoton River] and exporting logwood"	"Campeachy, Veracruz, Havanna, Puerto Caballos"	Marcos de Ayala Trujeque	xnp	xnp	xnp	"PATRONATO,80,N.3,R.4 / INDIFERENTE,1530"	"McJunkin 88–90, 104–107"	"First exports probably went through Veracruz [fm Campeachy], some informally shipped through Havana, and some fraction shipped to Puerto Caballos [most likely from lower reaches of Bahía de la Ascención or northern Belize] /v McJunkin 88–90"	np	np	np	np	np	np	###	
E 101	101	0	0	0	Met	Storm	1 Jun 1550	30 Nov 1550	Unnamed H / TD / TS	One or more hurricanes or tropical storms pass near or land on Hon	Turneffe	xnp	xnp	xnp	xnp	Schmitt xxx [Supp 1]	xnp	xnp	np	np	np	np	np	np	###	
E 103	103	0	0	0	Bio	Pest	1 Jan 1552	30 Dec 1553	Locust plague	Locust plague	Yuc	xnp	xnp	xnp	xnp	xnp	Campos 145	1551–1552 Yuc. Drought /v Hoggarth 86	np	np	np	np	np	np	###	
E 105	105	0	0	0	Con	xnp	1 Jan 1553	30 Dec 1553	López retasación	"Tomás López Medel completes first comprehensive retasación of Yuc, inc Bacalar provinces"	"Merida, xxx"	Tomás López Medel	xnp	xnp	xnp	xnp	Jones 60	"Inc reassignment of Bacalar province encomiendas to Juan Pérez de Tordesillas, Juan Díaz, Juan Núñez de Toledo, Juan Bautista /v Barke B 57 /v Jones 60–83"	np	np	np	np	np	np	###	
E 107	107	0	0	0	Met	Nino	1 May 1554	30 Oct 1554	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 109	109	0	0	0	Met	Nino	1 May 1556	30 Oct 1556	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 111	111	0	0	0	Met	Nino	1 May 1558	30 Oct 1559	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	Grove 147	1559 Yuc. Drought /v Hoggarth 86	np	np	np	np	np	np	###	
E 113	113	0	0	0	Con	xnp	2 Apr 1559	3 Apr 1559	Peace of Cateau-Cambrésis	xxx	xnp	xnp	xnp	xnp	xnp	xnp	Grainger 44	xnp	np	np	np	np	np	np	###	
E 115	115	0	0	0	Met	Nina	1 May 1560	30 Oct 1561	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	"c 1561 Yuc. Hurricane at Sotuta, Kanchunup, Mopila, Sahcaba, Usil, Tibolon /v Campos 139 /// 1560 Yuc. Drought /v Hoggarth 86"	np	np	np	np	np	np	###	
E 117	117	0	0	0	Met	Nino	1 May 1563	30 Oct 1563	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	1564–1565 Yuc. Drought /v Hoggarth 86	np	np	np	np	np	np	###	
E 119	119	0	0	0	Hos	xnp	1 Jan 1565	30 Dec 1565	Bacalar parish est	"Secular priest, Pedro de la Costa, takes up post at Bacalar, possibly first Sp priest to reside there"	Bacalar	Pedro de la Costa	xnp	xnp	xnp	xnp	Jones 85	"1568–1569 Bac. Franciscans Francisco de Benavides, Martín de Barrientos, Alonso Toral visit Bac, presumably to participate in Garzon entrada to and reduction in Hon /v Jones 85 /v Rushton 48"	np	np	np	np	np	np	###	
E 121	121	0	0	0	Met	Nino	1 May 1565	30 Oct 1565	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	1564–1565 Yuc. Drought /v Hoggarth 86	np	np	np	np	np	np	###	
E 123	123	0	0	0	Met	Nina	1 May 1566	30 Oct 1566	La Niña	La Niña / cool ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
E 125	125	0	0	0	Met	Nino	1 May 1567	30 Oct 1567	El Niño	El Niño / warm ENSO phase	xnp	xnp	xnp	xnp	xnp	Gergis xxx [Table 9]	xnp	xnp	np	np	np	np	np	np	###	
