ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
S 284	284	0	0	P	Jones	Jones 1 / Jones 89	75	np	np	1	vols	Maya Resistance to Spanish Rule	np	np	np	University of New Mexico Press	Albuquerque	USA	1989	np	G. D. Jones	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/20012099	"xvii, 365 pages : illustrations ; 24 cm"	See list of frays mentioned in Jones xxx in Graham 314–322	file:///Users/angelnavidad/Downloads/Grant%20D.%20Jones%20-%20Maya%20resistance%20to%20Spanish%20rule_%20Time%20and%20history%20on%20a%20colonial%20frontier-University%20of%20New%20Mexico%20Press%20(1989).pdf	###	
S 286	286	0	0	A	Rossano	xnp	4	np	np	np	np	Down to the Bay	np	np	np	np	np	np	1989	np	G. L. Rossano	np	New York History	70	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5884747716	pp 229–250	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/43460260	###	
S 288	288	0	0	P	Potthast	xnp	1	np	np	1	vols	"Die Mosquitoküste im Spannungsfeld britischer und spanischer Politik, 1502-1821"	np	np	np	Böhlau	Cologne	Germany	1988	np	B. Potthast-Jutkeit	xnp	np	np	np	xnp	http://id.lib.harvard.edu/alma/990014572990203941/catalog	"viii, 426 p. : maps ; 23 cm"	xnp	xxx	###	
S 290	290	0	0	A	Garcia F	Garcia 88	xxx	np	np	np	np	Presencia franciscana en la Taguzgalpa y la Tologalpa (la Mosquitia).	np	np	np	np	np	np	1988	np	J. M. García Añoveros	np	Mesoamérica	9	15	xnp	https://dialnet.unirioja.es/servlet/articulo?codigo=4007895	pp 47–78	xnp	https://dialnet.unirioja.es/servlet/articulo?codigo=4007895	###	
S 292	292	0	0	A	Young	xnp	27	np	np	np	np	Impact of the Anglo-Guatemalan Dispute on the Internal Politics of Belize	np	np	np	np	np	np	1988	np	"A. H. Young, D. H. Young"	np	Latin American Perspectives	15	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5548933542	pp 6–30	xnp	xxx	###	
S 294	294	0	0	A	Bolland A	Bolland 87	0	np	np	np	np	Alcaldes and Reservations: British Policy towards the Maya in Late Nineteenth Century Belize	np	np	np	np	np	np	1987	np	O. N. Bolland	np	America Indigena	47	1	Armstrong-Fumero 74	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_proquest_journals_1304071320	pp 33–xxx	xnp	xxx	###	
S 296	296	0	0	A	Contreras	xnp	11	np	np	np	np	"El palo de tinte, motivo de un conflicto entre dos naciones"	np	np	np	np	np	np	1987	np	A. C. Contreras Sanchez	np	Historia Mexicana	37	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791920491	pp 49–74	xnp	https://historiamexicana.colmex.mx/index.php/RHM/article/view/2034	###	
S 298	298	0	0	A	Baudot	xnp	2	np	np	np	np	Dissidences indiennes et complicités flibustières dans le Yucatán du XVII e siècle	np	np	np	np	np	np	1986	np	G. Baudot	np	Cahiers du monde hispanique et luso-brésilien	46	xnp	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791978810	pp 21–33	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/40852876	###	
S 300	300	0	0	A	Zahedieh T	Zahedieh 86a / Zahedieh 1	xxx	np	np	np	np	"Trade, Plunder, and Economic Development in Early English Jamaica, 1655-89"	np	np	np	np	np	np	1986	np	N. Zahedieh	np	Economic History Review	39	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791382273	pp 205–222	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/2596150	###	
S 302	302	0	0	A	Zahedieh M	Zahedieh 86b	xxx	np	np	np	np	"The Merchants of Port Royal, Jamaica, and the Spanish Contraband Trade, 1655-1692"	np	np	np	np	np	np	1986	np	N. Zahedieh	np	William and Mary Quarterly	43	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5545224098	pp 570–593	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/1923683	###	
S 304	304	0	0	P	McCusker E	xnp	xxx	np	np	1	vols	The Economy of British America 1607–1789	np	np	np	Published for the Institute of Early American History and Culture by the University of North Carolina Press	Chapel Hill	USA	1985	np	"J. J. McCusker, R. Menard"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/12428642	"xxiv, 485 pages : map ; 25 cm"	= vol xnp series *Needs and opportunities for study series*	xxx	###	
S 306	306	0	0	T	Zackrison	xnp	xxx	np	np	np	np	The Castillo de San Fernando de Omoa : The History of a Fiasco	np	np	np	MA thesis for Loma Linda University	Loma Linda	USA	1985	np	J. L. Zackrison	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/13485528	xnp	xnp	https://scholarsrepository.llu.edu/etd/558	###	
S 308	308	1	0	P	Vernon L	xnp	0	xxx	xxx	1	vols	"The Rich Papers: Letters from Bermuda, 1615 – 1646"	np	np	np	Published for the Bermuda National Trust by the University of Toronto Press	Toronto	Canada	1984	np	N. Rich	A. I. Vernon	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/11541841	"xxvi, 413 pages : illustrations, maps (1 color) ; 26 cm"	xnp	xxx	###	
S 310	310	0	0	P	xxx	xnp	xxx	np	np	1	vols	A Dictionary of Weights and Measures for the British Isles: The Middle Ages to the Twentieth Century	np	np	np	American Philosophical Society	Philadelphia	USA	1985	np	R. E. Zupko	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/13643353	"xxxviii, 520 pages ; 27 cm"	= vol 168 series *Memoirs of the American Philosophical Society*	file:///Users/angelnavidad/Downloads/bub_gb_0l_k-XMIiQIC.pdf	###	
S 312	312	0	0	P	Andrews	xnp	6	np	np	1	vols	Maya salt production and trade	np	np	np	University of Arizona Press	Tucson	USA	1983	np	A. P. Andrews	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/9827682	"xiv, 173 pages : illustrations ; 24 cm"	xnp	https://archive.org/details/mayasaltproducti0000andr	###	
S 314	314	0	0	A	Dawson	xnp	3	np	np	np	np	"William Pitt’s Settlement at Black River on the Mosquito Shore: A Challenge to Spain in Central America, 1732-87"	np	np	np	np	np	np	1983	np	F. G. Dawson	np	Hispanic American Historical Review	63	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791899070	pp 677–706	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-63.4.677	###	
S 316	316	0	0	A	Gonzalez	xnp	xxx	np	np	np	np	NEW EVIDENCE ON THE ORIGIN OF THE BLACK CARIB: WITH THOUGHTS ON THE MEANING OF TRADITION	np	np	np	np	np	np	1983	np	N. L. Gonzalez	np	Nieuwe West-Indische Gids / New West Indian Guide	57	3–4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791855687	pp 143–172	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/41849126	###	
S 318	318	0	0	P	Craton	xnp	xxx	np	np	1	vols	Testing the chains: resistance to slavery in the British West Indies	np	np	np	Cornell University Press	Ithaca	USA	1982	np	M. Craton	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/8765752	"389 pages : illustrations, maps ; 25 cm"	xnp	https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.04568	###	
S 320	320	0	0	A	Joseph	xnp	53	np	np	np	np	John Coxxx and the Role of Buccaneering in the Settlement of the Yucatán Colonial Frontier	np	np	np	np	np	np	1980	np	G. M. Joseph	np	Terrae Incognitae	12	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5525852552	pp 65–84	xnp	file:///Users/angelnavidad/Library/Mobile%20Documents/com~apple~Preview/Documents/joseph1980%20copy.pdf	###	
S 322	322	0	0	A	Joseph C	Joseph 80	xxx	np	np	np	np	John Coxxx and the Role of Buccaneering in the Settlement of the Yucatan Colonial Frontier	np	np	np	np	np	np	1980	np	G. M. Joseph	np	Terrae Incognitae	12	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5525852552	pp 65–84	xnp	file:///Users/angelnavidad/Downloads/joseph1980.pdf	###	
S 324	324	0	0	P	Gerhard	xnp	18	np	np	1	vols	The Southeast Frontier of New Spain	np	np	np	Princeton University Press	Princeton	USA	1979	np	P. Gerhard	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4529742	"xi, 213 pages : maps ; 26 cm"	xnp	file:///Users/angelnavidad/Downloads/Peter%20Gerhard%20-%20The%20Southeast%20Frontier%20of%20New%20Spain-University%20of%20Oklahoma%20Press%20(1993).pdf	###	
S 326	326	0	0	T	Ashdown	xnp	xxx	np	np	np	np	"Race, class and the unofficial majority in British honduras 1890-1949."	np	np	np	PhD thesis for University of Sussex	Falmer	UK	1979	np	P. D. Ashdown	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/500372934 / https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.448203	xnp	xnp	file:///Users/angelnavidad/Downloads/448203.pdf	###	
S 328	328	0	0	P	McCusker	xnp	284	np	np	1	vols	"Money and exchange in Europe and America, 1600-1775: a handbook"	np	np	np	"Published for the Institute of Early American History and Culture, Williamsburg, Va., by the University of North Carolina Press"	Chapel Hill	USA	1978	np	J. J. McCusker	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2614444	"xi, 367 pages : illustrations ; 19 x 26 cm"	xnp	"file:///Users/angelnavidad/Downloads/John%20J.%20McCusker%20(auth.)%20-%20Money%20and%20Exchange%20in%20Europe%20and%20America,%201600–1775_%20A%20Handbook-Palgrave%20Macmillan%20UK%20(1978).pdf"	###	
S 330	330	0	0	P	Bolland F	Bolland 2	xxx	np	np	1	vols	Formation of a Colonial Society	np	np	np	Johns Hopkins University Press	Baltimore	USA	1977	np	O. N. Bolland	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/2614187	"xiv, 240 pages : genealogical tables, map ; 24 cm"	= vol xnp series *Johns Hopkins studies in Atlantic history and culture* / Though see xxx thesis for University of Hull in 1975 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/500387462	https://archive.org/details/formationofcolon0000boll	###	
S 332	332	0	0	P	Buhler	xnp	xxx	np	np	1	vols	A History of the Catholic Church in Belize	np	np	np	Belize Institute for Social Research and Action	Belize	Belize	1976	np	R. O. Buhler	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3891963	96 pages : illustrations ; 21 cm	= vol 4 series *Belize Institute of Social Research and Action Occasional publications*	xxx	###	
S 334	334	0	0	A	Cave	Cave 76	7	np	np	np	np	Printing in Nineteenth-Century Belize	np	np	np	np	np	np	1976	np	R. Cave	np	Library Quarterly	46	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5547472236	pp 20–37	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/4306599	###	
S 336	336	0	0	A	Gomez LL	Gomez 76	xxx	np	np	np	np	Fray Lorenzo de Bienvenida y los orígenes de las misiones de Yucatán (1537–1564)	np	np	np	np	np	np	1976	np	L. Gómez Canedo	np	Revista de la Universidad Autónoma de Yucatán	18	108	xnp	xnp	pp 46–68	"For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/12677795 / Further see Raúl García Velarde & Victor José Ramírez Peña, *Indice acumulativo de la Revista de la Universidad Autónoma de Yucatán, 1959–1995* [Merida, Universidad Autónoma de Yucatán, 1997] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/39267063"	xxx	###	
S 338	338	0	0	A	Joseph LL	Joseph 76	0	np	np	np	np	British Loggers and Spanish Governors: The Logwood Trade and Its Settlements in the Yucatan Peninsula: Part II	np	np	np	np	np	np	1976	np	G. M. Joseph	np	Caribbean Studies	15	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5547036905	pp 43–52	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612722	###	
S 340	340	0	0	P	Bolland L	Bolland 1	xxx	np	np	1	vols	Land in Belize 1765—1871	np	np	np	"Institute of Social and Economic Research, University of the West Indies"	Mona	Jamaica	1975	np	"O. N. Bolland, A. Shoman"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3369638	"142 pages, [1] folded leaf of plates : map ; 23 cm"	= vol 6 series *Law and society in the Caribbean*	file:///Users/angelnavidad/Downloads/land_in_belize_1765-1871_bolland_and_shoman.pdf	###	
S 342	342	0	0	T	Bolland C	Bolland 75	66	np	np	np	np	"The formation of a colonial society : Belize, from conquest to Crown Colony"	np	np	np	PhD thesis for University of Hull	Kingston-upon-Hull	UK	1975	np	O. N. Bolland	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/61895927 / https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.450138	xnp	xnp	file:///Users/angelnavidad/Downloads/content-hull_7151a.pdf	###	
S 344	344	0	0	A	Cave P	Cave 75	1	np	np	np	np	Printing comes to Jamaica	np	np	np	np	np	np	1975	np	R. Cave	np	Jamaica Journal	9	2–3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/920320851	pp 11–17	xnp	http://ufdc.ufl.edu/UF00090030/00027	###	
S 346	346	0	0	A	Cole A	Cole 75a	0	np	np	np	np	Arithmetic of Eighteenth Century Smuggling	np	np	np	np	np	np	1975	np	W. Cole	np	Economic History Review	28	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5156845632	pp 44–49	xnp	xxx	###	
S 348	348	0	0	A	Cole TT	Cole 75b	0	np	np	np	np	Trends in Eighteenth Century Smuggling	np	np	np	np	np	np	1975	np	"W. Cole, H. Mui"	np	Economic History Review	28	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5548643361	pp 28–43	xnp	xxx	###	
S 350	350	0	0	T	Sorsby T	xnp	xxx	np	np	np	np	British trade with Spanish America under the Asiento 1713–1740	np	np	np	PhD thesis for University of London	London	UK	1975	np	V. G. Sorsby	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/10321594	xnp	xnp	https://discovery.ucl.ac.uk/id/eprint/1349550/1/473433.pdf	###	
S 352	352	0	0	P	Davidson	xnp	11	np	np	1	vols	"Historical Geography of the Bay Islands, Honduras: Anglo-Hispanic Conflic in the Western Caribbean"	np	np	np	Southern University Press	Birmingham	USA	1974	np	W. van Davidson	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/760596084	"199 pages, 1 unnumbered leaf of plates : illustrations ; 25 cm"	Though see PhD thesis for University of Wisconsin in 1972 OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/760346066	xxx	###	
S 354	354	0	0	A	Joseph L	Joseph 74	1	np	np	np	np	British Loggers and Spanish Governors: The Logwood Trade and Its Settlements in the Yucatan Peninsula: Part I	np	np	np	np	np	np	1974	np	G. M. Joseph	np	Caribbean Studies	14	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791933361	pp 7–37	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612609	###	
S 356	356	0	0	P	MacLeod	xnp	9	np	np	1	vols	"Spanish Central America: A Socioeconomic History, 1520–1720"	np	np	np	University of California Press	Berkeley	USA	1973	np	M. J. MacLeod	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/762163	"xvi, 554 pages illustrations 24 cm"	= vol 119 series *Campus*	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035	###	
S 358	358	0	0	P	Dobson	xnp	1	np	np	1	vols	A History of Belize	np	np	np	Longman Caribbean	London	UK	1973	np	N. Dobson	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/795980	"xiv, 362 pages illustrations 23 cm"	xnp	xxx	###	
S 360	360	0	0	P	Bridenbaugh	xnp	0	np	np	1	vols	"No peace beyond the line; the English in the Caribbean, 1624-1690"	np	np	np	Oxford University Press	New York	USA	1972	np	"C. Bridenbaugh, R. Bridenbaugh"	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/303566	"xxii, 440 pages : illustrations ; 24 cm"	See pp 341–342 for Log data /v Joseph C 70 fn 26	xnp	###	
S 362	362	0	0	P	Goslinga	xnp	53	np	np	1	vols	The Dutch in the Caribbean	np	np	np	Van Gorcum	Assen	Netherlands	1971	np	C. C. Goslinga	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/186239	"xvi, 647 pages, 15 pages of photographs, 7 folded leaves 25 cm"	"= vol 12 series *Anjerpublikaties* / Further see [Gainesville, University of Florida Press, 1971] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/611424264"	1971 edition: file:///Users/angelnavidad/Downloads/Cornelius%20Ch.%20Goslinga%20-%20The%20Dutch%20in%20the%20Caribbean%20and%20on%20the%20Wild%20Coast%201580-1680-Koninklijke%20Van%20Gorcum%20&%20Comp.%20N.V.%20(1971).pdf / 2017 edition: file:///Users/angelnavidad/Downloads/9781947372726_Goslinga.pdf	###	
S 364	364	0	0	P	Cable	xnp	4	np	np	1	vols	Gunboat Diplomacy: Political Applications of Limited Naval Force	np	np	np	Published for the Institute for Strategic Studies [by] Praeger	London	UK	1971	np	J. Cable	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/217150	251 pages 23 cm	"= vol 16 series *Studies in international security* / Expanded Editions in 1981, 1994"	2nd Ed: file:///Users/angelnavidad/Downloads/(Studies%20in%20International%20Security)%20James%20Cable%20(auth.)%20-%20Gunboat%20Diplomacy%201919–1979_%20Political%20Applications%20of%20Limited%20Naval%20Force-Palgrave%20Macmillan%20UK%20(1981).pdf / 3rd Ed: file:///Users/angelnavidad/Downloads/(Studies%20in%20International%20Security)%20James%20Cable%20(auth.)%20-%20Gunboat%20Diplomacy%201919–1991_%20Political%20Applications%20of%20Limited%20Naval%20Force-Palgrave%20Macmillan%20UK%20(1994).pdf	###	
S 366	366	0	0	A	McCusker C	McCusker 71	0	np	np	np	np	"The Current Value of English Exports, 1697 to 1800"	np	np	np	np	np	np	1971	np	J. J. McCusker	np	William and Mary Quarterly	28	4	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5985136419	pp 607–628	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/1922190	###	
S 368	368	1	0	P	Rosado	xnp	9	xxx	xxx	1	vols	A Refugee of the War of the Castes Makes Belize His Home: The Memoirs of J. M. Rosado	np	np	np	Belize Institute for Social Research and Action	Belize	Belize	xxx	np	J. M. Rosado	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/6195539	19 pages ; 21 cm	 = vol 2 series *Belize Institute of Social Research and Action Occasional publications* / Printed 1970–1979 / Extract in Rugeley W cap 15	xxx	###	
S 370	370	0	0	T	Jones L	Jones 70	0	np	np	np	np	Los Cañeros: Sociopolitical Aspects of the History of Agriculture in the Corozal Region of British Honduras	np	np	np	PhD thesis for Brandeis University	Waltham	USA	1970	np	G. D. Jones	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/603922074 / http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/los-caneros-sociopolitical-aspects-history/docview/302391777/se-2?accountid=11243	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/los-caneros-sociopolitical-aspects-history/docview/302391777/se-2?accountid=11311	###	
S 372	372	0	0	A	Craig	xnp	3	np	np	np	np	Logwood as a Factor in the Settlement of British Honduras	np	np	np	np	np	np	1969	np	A. K. Craig	np	Caribbean Studies	9	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5547085328	pp 53–62	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25612108	###	
S 374	374	0	0	T	Grant	xnp	29	np	np	np	np	Political change in British Honduras	np	np	np	PhD thesis for University of Edinburgh	Edinburgh	UK	1969	np	C. H. Grant	np	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1064552165 / https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.651724	xnp	xnp	http://hdl.handle.net/1842/18241	###	
S 376	376	0	0	T	Sorsby	xnp	1	np	np	np	np	"The British superintendency of the Mosquito Shore, 1749-1787"	np	np	np	PhD thesis for University of London	London	UK	1969	np	W. S. Sorsby	np	np	np	np	xnp	https://discovery.ucl.ac.uk/id/eprint/1317875	xnp	xnp	file:///Users/angelnavidad/Downloads/1882969.pdf	###	
S 378	378	0	0	P	Gregg	xnp	1	np	np	1	vols	British Honduras	np	np	np	H.M.S.O.	London	UK	1968	np	A. R. Gregg	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/18923	"xi, 158 pages 10 plates, illustrations (including 1 color) 2 color maps, portrait 23 cm"	= Command paper ? or Col Rep ? eg OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1078818302 or OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/60231655	Cap 10: file:///Users/angelnavidad/Downloads/1ARGreggBritishHonduras10.pdf	###	
S 380	380	0	0	A	Grunewald	xnp	1	np	np	np	np	The Anglo-Guatemalan Dispute over British Honduras	np	np	np	np	np	np	1965	np	D. Grunewald	np	Caribbean Studies	5	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791786190	pp 17–44	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25611880	###	
S 382	382	0	0	P	Reed	xnp	5	np	np	1	vols	The Caste War in Yucatan	np	np	np	Stanford University Press	Stanford	USA	1964	np	N. Reed	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1097757236	"x, 308 p : ill., maps ; 23 cm"	xnp	xxx	###	
S 384	384	0	0	P	Rodriguez	xnp	10	np	np	1	vols	A Palmerstonian Diplomat in Central America: Frederick Chatfield	np	np	np	University of Arizona Press	Tucson	USA	1964	np	M. Rodriguez	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/22702768	"385 pages : maps, portrait ; 24 cm"	xnp	xxx	###	
S 386	386	0	0	A	Ogelsby	xnp	1	np	np	np	np	The British and Panama — 1742	np	np	np	np	np	np	1963	np	J. C. M. Ogelsby	np	Caribbean Studies	3	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791930640	pp 71–79	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25611756	###	
S 388	388	0	0	A	Stoddart	xnp	1	np	np	np	np	"Three Caribbean Atolls: Turneffe Islands, Lighthouse Reef, and Glover's Reef, British Honduras"	np	np	np	np	np	np	1962	np	D. R. Stoddart	np	Atoll Research Bulletin	87	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4916842494	pp 1–151	xnp	file:///Users/angelnavidad/Downloads/00087x.pdf	###	
S 390	390	1	0	P	Laws 1958	xnp	0	xxx	1958	6	vols	The Laws of British Honduras	np	np	np	Printed by Waterlow & Sons	London	UK	1960	1960	xnp	C. G. X. Henriques	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/426218332	"6 volumes (xxxvii, 3538, 270 pages) ; 25 cm"	Revised Edition	v 4: https://www.google.com/books/edition/The_Laws_of_British_Honduras_in_Force_on/v5QpAQAAMAAJ?hl=en&gbpv=1&dq=inauthor:%22British+Honduras%22&printsec=frontcover	###	
S 392	392	0	0	A	Waddell	xnp	2	np	np	np	np	"Great Britain and the Bay Islands, 1821-61"	np	np	np	np	np	np	1959	np	D. Waddell	np	Historical Journal	2	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5548982326	pp 59–77	xnp	xxx	###	
S 394	394	0	0	A	Cole T	Cole 58	0	np	np	np	np	Trends in Eighteenth Century Smuggling	np	np	np	np	np	np	1958	np	W. Cole	np	Economic History Review	10	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5549775140	pp 395–410	xnp	xxx	###	
S 396	396	0	0	P	Roys	Roys 2	1	np	np	1	vols	The Political Geography of the Yucatan Maya	np	np	np	Carnegie Institution of Washington	Washington	USA	1957	np	R. L. Roys	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1851713	"iv, 187 pages maps, tables 26 cm"	= vol 613 series *Carnegie Institution of Washington publication*	https://hdl.handle.net/2027/uva.x000422247	###	
S 398	398	0	0	A	Waddell H	Waddell 57	0	np	np	np	np	British Honduras and Anglo-American Relations	np	np	np	np	np	np	1957	np	D. Waddell	np	Caribbean Quarterly	5	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5547302397 / http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/40652598	pp 50–59	xnp	xxx	###	
S 400	400	0	0	A	Curry	xnp	1	np	np	np	np	British Honduras: From Public Meeting to Crown Colony	np	np	np	np	np	np	1956	np	H. Curry	np	Americas	13	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5719310844 / http://proxygw.wrlc.org/login?url=https://www.jstor.org/stable/979212	pp 31–34	xnp	xxx	###	
S 402	402	0	0	P	Bailyn	xnp	0	np	np	1	vols	The New England Merchants in the Seventeenth Century	np	np	np	Harvard University Press	Cambridge	USA	1955	np	B. Bailyn	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/973802	"viii, 249 pages illustrations, maps, genealogical table 24 cm"	"= vol xnp series *Studies in entrepreneurial history* / Further see [New York, Harper & Row, 1955] OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/1114455924"	xxx	###	
S 404	404	0	0	A	Davis	xnp	12	np	np	np	np	"English Foreign Trade, 1660-1700"	np	np	np	np	np	np	1954	np	R. Davis	np	Economic History Review	7	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7786252940	pp 150–166	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/2591619	###	
S 406	406	0	0	P	Chamberlain H	"Chamberlain, Hon"	0	np	np	1	vols	The Conquest and Colonization of Honduras: 1502–1550	np	np	np	Carnegie Institution of Washington	Washington	USA	1953	np	R. S. Chamberlain	xnp	np	np	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1847435	"v, 264 pages illustrations, maps (1 folded) 26 cm"	= vol 598 series *Carnegie Institution of Washington publication*	https://hdl.handle.net/2027/txu.059173002179226	###	
S 408	408	0	0	A	Gomez L	Gomez 52	4	np	np	np	np	"Fray Lorenzo de Bienvenida, OFM and the Origins of the Franciscan Order in Yucatan"	np	np	np	np	np	np	1952	np	L. Gómez Cañedo	np	Americas	8	4	xnp	https://www.jstor.org/stable/978698	pp 493–510	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/978698	###	
