ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
S 555	555	1	1	M	U Mich zzz	xnp	0	xxx	xxx	xxx	xxx	Manuscripts Division of the William L. Clements Library	University of Michigan	Ann Arbor	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://clements.umich.edu/explore-collections/manuscripts/	np	Possibly see eg Dutilh & Wachsmuth: https://quod-lib-umich-edu.proxygw.wrlc.org/c/clementsead/umich-wcl-M-305dut?id=navbarbrowselink;view=text / Eg Kemble papers AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/?q=honduras+OR+logwood&offset=1460&label=&sort=&limit=10&extentsize=50 / Eg Pose papers UM: https://quod-lib-umich-edu.proxygw.wrlc.org/c/clementsead/umich-wcl-M-3314pot?id=navbarbrowselink;view=text / Eg AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/166638830 / Eg AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/84194314 / Eg AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/80286496	xnp	###	
S 557	557	1	1	M	xxx	xnp	0	1759	1760	1	items	Journal B : commenced February 20th 1759	University of Pennsylvania	Philadelphia	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://franklin.library.upenn.edu/catalog/FRANKLIN_9978029183003681	np	xnp	xnp	###	
S 559	559	1	1	M	xxx	xnp	0	1705	1788	872	items	Benjamin Franklin papers	University of Pennsylvania	Philadelphia	USA	np	np	np	np	np	np	np	np	np	np	np	http://hdl.library.upenn.edu/1017/d/ead/upenn_rbml_MsColl900	np	xnp	xnp	###	
S 561	561	1	1	P	S Car B zzz	xnp	0	xxx	1994	940	items	Broadsides from the Colonial Era to the Present at the South Caroliniana Library	University of South Carolina	Columbia	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://digital.library.sc.edu/collections/broadsides-from-the-colonial-era-to-the-present-at-the-south-caroliniana-library/	np	Eg AG: https://researchworks-oclc-org.proxygw.wrlc.org/archivegrid/collection/data/34415491	https://digital.library.sc.edu/collections/broadsides-from-the-colonial-era-to-the-present-at-the-south-caroliniana-library/	###	
S 563	563	1	1	M	xxx	xnp	0	1788	1809	2	vols	Papers relating to Spain and to the Peninsular War	University of Southampton	Southampton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb738-ms227 / https://archives.soton.ac.uk/records/MS227	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13532568	xnp	###	
S 565	565	1	1	M	xxx	xnp	0	1697	1857	8	boxes	Harewood West Indian Archive	University of York	York	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://archiveshub.jisc.ac.uk/data/gb193-lascelles / https://borthcat.york.ac.uk/index.php/lascelles	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531293	xnp	###	
S 567	567	1	1	M	xxx	xnp	0	1732	1733	1	items	Copy representation to the Duke of Newcastle relating to the rights of British subjects to cut logwood in the Spanish West Indies	West Sussex Record Office	Chichester	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/1e064b6b-9417-49f8-bef5-cec17a0e1b64 / http://185.121.204.173/searchonline/Record.aspx?src=CalmView.Catalog&id=PHA%2f59%2f8366	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13531878	xnp	###	
S 569	569	1	1	P	Yale B zzz	xnp	0	1780	1780	1	items	"By His Majesty's company, at the Theatre Royal in Drury-Lane, this present Saturday, March 4, 1780, The old batchelor : with alterations ... to which will be reviv'd in 2 parts (the 27th time) the pantomime entertainment of Fortunatus, with alterations and three entire new seasons ... To conclude with a representation of the storming Fort Omoa, in the Bay of Honduras"	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://hdl.handle.net/10079/bibid/8709634	np	xnp	xnp	###	
S 571	571	1	1	M	xxx	xnp	0	1740	1950	5	feet	Protestant Episcopal Bishops collection	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://hdl.handle.net/10079/fa/mssa.ms.0021	np	xnp	xnp	###	
S 573	573	1	1	M	xxx	xnp	0	1779	1952	228	feet	Ellsworth Huntington papers	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://hdl.handle.net/10079/fa/mssa.ms.0001	np	xnp	xnp	###	
S 575	575	1	1	M	xxx	xnp	0	1560	1943	9	feet	Bernhard Knollenberg collection	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://hdl.handle.net/10079/fa/mssa.ms.0026	np	xnp	xnp	###	
S 577	577	1	1	M	xxx	xnp	0	1522	1995	33	feet	Mexico collection	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://hdl.handle.net/10079/fa/mssa.ms.1776	np	xnp	xnp	###	
S 579	579	1	1	M	xxx	xnp	0	1667	1991	40	feet	Ezra Stiles Papers	Yale University	New Haven	USA	np	np	np	np	np	np	np	np	np	np	xnp	http://hdl.handle.net/10079/fa/beinecke.stiles	np	xnp	xnp	###	
S 581	581	1	1	M	xxx	xnp	0	1794	1794	1	items	Account for purchase and shipping of logwood on the 'Watson'	Yorkshire Archaeological and Historical Society	Leeds	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://discovery.nationalarchives.gov.uk/details/r/6716a059-4361-4840-ad48-fefdf53e0bc6 / https://explore.library.leeds.ac.uk/special-collections-explore/454110	np	See ARCHON: https://discovery.nationalarchives.gov.uk/details/a/A13530857	xnp	###	
S 583	583	1	1	M	NRS GD461/nn	xnp	0	1710	1914	3	feet	Lawrie Papers	National Records of Scotland	Edinburgh	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://catalogue.nrscotland.gov.uk/nrsonlinecatalogue/details.aspx?reference=GD461&st=1&tc=y&tl=n&tn=n&tp=n&k=&ko=a&r=GD461&ro=em&df=&dt=&di=y	np	xnp	xnp	###	
